btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,sp500_close_30,class_y0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,1858.7540860215,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,1855.6784946237,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,1852.7233333333,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,1849.8434408602,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,1847.8468817204,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,1846.8513978495,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,1846.711827957,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,1846.9217204301,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,1847.1590322581,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,1847.4001075269,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,1847.6750537634,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,1848.4452688172,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,1849.8903225807,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,1851.3123655914,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,1852.6838709678,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,1853.1870967742,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,1853.6526881721,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,1854.076344086,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,1854.8666666667,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,1855.9946236559,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,1857.4801075269,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,1858.9204301075,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,1860.1510752688,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,1861.4,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,1862.6672043011,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,1863.9838709678,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,1864.5247311828,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,1865.7016129032,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,1866.6715053764,1
305993.66960822,438.214,438.185,50,0.6438039728,1.0940675261,1.845128975,1.3862851067,3.2989531809,452.78,1867.6634408602,1
310124.0575112,442.692,441.0766666667,50,1.0083293334,1.5501908719,1.1459822586,1.9821648717,0.6653765625,457.7,1868.6365591398,0
301260.37176679,445.09,442.2433333333,41.6666666667,0.5525633423,0,0.1754609892,-1.3862851067,-3.4379467759,437.67,1869.5096774194,1
305842.81321528,445.59,444.6583333333,41.6666666667,0.1133147507,0.2732391803,-0.7353321533,-1.4356865111,0.5665737536,442.48,1871.4919354839,0
299873.14154134,445.876,444.5116666667,33.3333333333,0.0652365401,-0.7431926201,-1.212715681,-0.1001001335,-0.7667740206,439.12,1873.3967741936,1
306272.12979091,444.602,445.8966666667,41.6666666667,-0.2836295405,-0.5208810663,0.4514741703,0.3939243786,1.5546227778,444.07,1874.5435483871,0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,1874.3983870968,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,1874.6774193548,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,1874.909139785,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,1875.1048387097,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,1875.7483870968,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,1875.4204301075,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,1876.1677419355,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,1877.2096774194,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,1878.6521505376,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,1880.0430107527,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,1881.3822580645,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,1882.9935483871,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,1884.9522580645,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,1886.7889247312,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,1889.1137634409,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,1891.5649462366,1
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,1893.9225806452,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,1896.1861290323,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,1898.3647311828,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,1900.4578494624,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,1902.6907526882,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,1905.6387096774,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,1909.1205376344,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,1912.4410752688,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,1915.5960215054,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,1918.6525806452,0
438159.3718452,651.934,653.525,66.6666666667,-0.3948129399,0.0536385662,-0.4380922075,-0.7232914769,-0.0431639156,648.55,1921.5602150538,0
427729.7478798,646.602,646.695,58.3333333333,-0.8413590898,-1.4339065842,-1.955977556,-2.2322568149,-4.4213497142,623.81,1923.8829032258,0
402907.2580381,628.996,633.685,50,-2.8765140481,-3.6287191429,-4.3704858445,-6.5341468089,-8.6469439036,569.98,1925.2244086022,1
421577.8713371,615.796,622.83,50,-2.1139659288,-2.2916026515,-3.0410822301,-2.350948488,3.9450469275,592,1926.8266666667,0
405009.8996872,599.346,607.5933333333,41.6666666667,-2.7110490488,-3.3780203321,-3.0302438714,-0.2218938553,-4.3888346381,566.58,1928.3203225807,1
413817.59888612,587.346,597.5466666667,41.6666666667,-1.9415443386,-1.3215929947,1.1201906416,-0.2922375013,3.8043596355,592,1929.6666666667,0
403049.77171802,580.628,587.2733333333,41.6666666667,-1.113082371,0.7703830122,-0.2878382929,1.7626598797,-0.2790398762,587,1930.9302150538,1
409638.08059957,588.104,584.9366666667,41.6666666667,1.2723117228,0.6041279216,2.2684487748,1.5004933445,3.2800265651,606.48,1932.3835483871,1
416382.98243939,591.104,591.2533333333,50,0.5004431235,1.7227625639,1.0288968734,1.6828652481,0.0857039311,607.99,1934.6933333333,0
411744.83948902,596.468,591.4866666667,41.6666666667,0.9250083871,0.205170575,0.3665740587,-1.0901521946,-2.2660083203,593.41,1936.939139785,0
405034.85999478,596.362,595.06,33.3333333333,-0.0180184787,0.0472368707,-1.0303596941,-1.5883915067,-0.9107746931,590,1939.3787096774,1
407984.05025244,597.238,595.5166666667,41.6666666667,0.148702094,-0.6341290238,-0.8740733422,-0.1781058531,0.5545629869,591.33,1941.6472688172,1
411841.03928457,596.01,597.755,50,-0.2035118072,-0.2758157418,0.3875817844,1.0367600231,1.5189570593,600.34,1943.7561075269,0
406545.0943015,592.254,594.7116666667,50,-0.6285552696,-0.2191920069,0.0113355552,-0.2602781606,-2.0395133806,588.22,1944.976516129,0
400042.94918731,588.098,588.9816666667,50,-0.7129277481,-0.6634660119,-1.0694756781,-2.3636920469,-2.6878707131,574,1945.4474623656,0
391149.49221455,582.574,583.4816666667,41.6666666667,-0.9622029293,-1.3413944083,-2.2948448975,-2.422510656,-2.1571505988,560.4,1946.222172043,1
395824.37114289,580.314,582.1433333333,50,-0.3859145756,-0.8621324844,-0.4696721856,0.6394270781,3.436004755,580.09,1946.847311828,1
405007.70269312,580.244,583.5933333333,50,-0.0116634595,0.4952990207,1.5563555987,3.4131086974,3.3902126398,599.99,1947.5971827957,0
401923.01321425,580.512,581.7966666667,50,0.0455093677,0.7288543879,1.6908560502,0.8182816978,-1.7536492442,591.46,1948.2545806452,1
403516.34501394,585.966,583.7416666667,50,0.9304796925,1.7023872653,1.1245147688,-0.0083341668,1.7369809107,599.86,1948.8388602151,1
419032.47105044,602.108,595.1566666667,50,2.691004692,2.5047546762,2.2096020217,4.1912276547,6.6454743987,640,1949.3898064516,0
409534.73128748,613.76,608.1316666667,50,1.9143838822,1.5454266928,2.6451186718,3.0991875523,-0.4470992941,638.25,1950.7289247312,1
414840.28401516,623.862,619.8833333333,58.3333333333,1.6165661908,2.4591200496,2.6998330959,0.7270124445,1.9011241831,650.49,1952.1019139785,0
409870.37222535,635.148,627.55,50,1.8281505564,1.8509429678,0.2527658241,0.6026983833,-0.6957274166,648.48,1954.0050107527,0
401131.325802,640.97,634.1233333333,41.6666666667,0.9476990325,-0.476744809,-0.4866266474,-1.6805020626,-2.6652767086,628.81,1955.6693978495,1
402961.90566186,638.748,639.1416666667,50,-0.3496245935,-0.3252559184,-1.0673826189,-1.2532102201,0.1588562685,630.9,1957.2264731183,1
406296.84920345,637.212,637.385,58.3333333333,-0.2421176776,-0.7779281428,-0.8053283849,0.124645777,0.0904352854,633.87,1958.703655914,0
399187.77130834,631.53,634.6916666667,58.3333333333,-0.8931304229,-0.9424811745,-0.3682159965,-0.631752129,-1.3539395434,622.09,1959.8240645161,1
401862.94460433,627.128,630.2716666667,58.3333333333,-0.6933141443,-0.2003235032,-0.3200500937,-0.5252927833,0.3033539768,623.98,1960.2202795699,0
399559.18900984,625.722,626.2683333333,50,-0.2247879327,-0.320698983,-0.4577437392,-0.009645837,-0.3226456509,621.96,1961.0277849462,0
393223.47700887,623.096,624.2466666667,50,-0.421230292,-0.5491466864,-0.2808824007,-0.5730005894,-0.823355528,616.87,1961.185827957,1
399318.01068435,623.982,625.08,50,0.1400165331,0.5135055522,0.5835560773,1.0366569414,2.8966694108,634.99,1961.6347311828,1
403112.26823194,627.184,626.335,50,0.5082046814,0.5594173575,0.8534383603,1.6918353045,0.4870011982,637.9,1962.0438494624,0
398953.47710685,628.564,627.8,50,0.2199470711,0.3555952516,0.7485788448,-0.3254664382,-1.1379340745,630.88,1962.3841505376,0
395126.05258095,628.404,627.3316666667,41.6666666667,-0.0257412716,0.1736622925,-0.734006747,-1.3445107196,-1.5510873646,621.15,1963.215311828,1
398661.8006515,629.61,627.4866666667,50,0.1945537495,-0.4809751658,-0.8036339538,-0.6364838935,0.2781195777,622.9,1963.7771182796,0
393312.86769843,625.982,627.485,50,-0.5796581022,-0.8463229273,-0.7491192116,-0.348135135,-0.9743898477,617.39,1964.7050537634,1
398215.01027743,622.802,625.3516666667,50,-0.5046685282,-0.3463521416,0.055226266,-0.0562203898,0.8619490681,626.3,1964.1797634409,1
403241.35042844,623.146,624.435,50,0.0544528148,0.4558378597,0.515077287,1.2598108544,1.6576726408,632.59,1964.7899569893,0
401317.75878237,624.638,624.06,50,0.2387610369,0.2289214017,0.6300251515,0.5140631932,-0.6295462543,630,1965.3689677419,0
399850.16738063,625.458,625.0316666667,41.6666666667,0.1312109675,0.4076111713,0.2561652056,-0.4445885119,-0.2596307695,626.98,1965.9200215054,0
395890.51193603,626.632,625.0033333333,41.6666666667,0.1894188846,0.0212863387,-0.524175762,-0.4714905159,-0.6833502623,622.63,1966.1173548387,0
392526.40747797,625.844,625.2366666667,41.6666666667,-0.1270500701,-0.5732307479,-0.5544589124,-0.7018729838,-0.7203957053,619.99,1966.875483871,1
396567.14451886,623.524,625.0366666667,41.6666666667,-0.3701445788,-0.3052941599,-0.32051529,-0.1390978038,0.4422000976,620.95,1967.9820430108,0
386326.13593266,618.13,619.88,33.3333333333,-0.8770069325,-1.0313509732,-1.1473512102,-1.3608289626,-3.1638580228,603.96,1969.0289247312,1
391169.9147355,613.316,615.5966666667,41.6666666667,-0.7829087376,-0.8077983564,-0.8369325735,-1.476498909,0.2108602048,602.93,1969.3983870968,0
387561.93851796,608.016,610.4683333333,41.6666666667,-0.8697307869,-0.9070645574,-1.3568194423,-0.4533001521,-1.117460509,596.23,1969.7205376344,0
383769.15324431,602.424,605.0633333333,33.3333333333,-0.9255639742,-1.2675049922,-0.6353873153,-1.0585110753,-0.9995616416,592.61,1969.9937634409,0
373229.22113021,595.53,599.775,33.3333333333,-1.1421452851,-0.6367171006,-0.9192428691,-0.8201340491,-0.6407064566,589.88,1970.321827957,0
369145.11345693,592.388,593.9333333333,25,-0.5291608,-0.7141660512,-0.5797345653,-0.3698210271,-0.0989355976,585.93,1969.9595698925,0
358646.37141423,584.57,587.63,16.6666666667,-1.3406116089,-1.3963993839,-1.5286786313,-1.9726647186,-3.8463938397,563.83,1969.7026881721,1
368029.78491359,581.732,584.1483333333,25,-0.4817464954,-0.3522927089,-0.2561547929,-0.3347643906,3.1768650584,583.54,1966.8221505376,1
379969.37983499,583.312,584.4766666667,33.3333333333,0.265885279,0.4925332129,0.689689483,2.9577311444,2.7385972304,597.84,1963.6265591398,0
376439.66128975,583.924,584.3583333333,33.3333333333,0.104071248,0.1548229594,1.4885618924,0.6444103094,-1.4497766116,589.6,1960.5368817204,0
373636.74010728,584.516,584.755,33.3333333333,0.1007781783,1.0875711828,0.3911398909,-0.7825887789,-0.1154009462,588.96,1957.5740860215,0
368377.11227217,589.448,585.18,25,0.8561280679,0.2759438202,-0.5449406499,-0.092522669,-0.0696443918,588.5,1955.6051612903,0
361471.75935027,589.392,588.1666666667,25,-0.0096236469,-0.6966788662,-0.4456462844,-0.6107689534,-1.1518935151,581.75,1952.5043010753,0
353891.52963015,585.984,588.02,16.6666666667,-0.5779807999,-0.3600318469,-0.4415754805,-0.6275410249,-0.1031885346,581.16,1949.6510752688,1
358327.55501939,585.234,585.96,25,-0.1276133065,-0.1306663966,-0.1510070649,0.3494361602,0.802060855,585.84,1946.3059139785,1
362694.61725612,585.056,585.6983333333,33.3333333333,-0.0302481938,-0.0203991444,0.3567656459,0.5867427361,0.3714246173,588.99,1944.2731182796,0
361067.99141035,584.95,585.5416666667,33.3333333333,-0.0180200102,0.265448366,0.3883273329,0.1814605718,-0.0085034737,589.82,1942.3338709678,1
364279.08282974,586.79,585.9516666667,41.6666666667,0.3138068334,0.4180556754,0.2900539489,0.2493686147,0.5072407032,590.98,1940.4677419355,0
358192.47991577,585.354,584.655,41.6666666667,-0.2486310739,-0.5113040561,-0.8055469473,-1.2040686841,-2.9153780714,574.55,1939.2494623656,0
351728.67597934,581.524,582.2433333333,33.3333333333,-0.6646859551,-0.9237135982,-1.2287836397,-2.0967958111,-1.2782135508,569.39,1937.9666666667,0
326219.57854944,573.682,576.0716666667,25,-1.3801732621,-1.7230907092,-2.4665345133,-2.2421127343,-3.2060119179,549.85,1937.6720430108,0
300392.85642944,557.686,562.7333333333,25,-2.9242832769,-3.7821642719,-4.0710930054,-5.4675327327,-7.7290535475,507.99,1937.9983870968,0
283798.26979384,539.544,548.1133333333,25,-3.3328071951,-3.4371644761,-4.1568147845,-4.6322162178,-1.5353788882,502.48,1938.2913978495,1
296456.19286124,529.142,536.615,33.3333333333,-1.8996887508,-2.0550575508,-1.6714060951,1.3574176311,4.2502141503,523.47,1938.6322580645,0
286141.70040594,515.176,523.7616666667,33.3333333333,-2.6300824145,-2.4861000387,-0.7384488691,-0.3399838595,-4.9301818693,498,1938.9752688172,0
257290.66644434,500.458,508.5166666667,33.3333333333,-2.8794888623,-1.667097691,-1.7110039586,-4.6916130131,-4.4530441569,474.74,1940.3268817204,1
275097.72327404,497.256,499.045,33.3333333333,-0.6404739417,-0.4167477051,-1.9724016569,-0.4935115507,3.4660210555,491.98,1942.3161290323,1
294317.79979874,500.484,500.445,33.3333333333,0.6350864098,-0.2686955254,1.2851332559,4.1542219623,4.8424228692,516.39,1944.6801075269,1
308505.09731474,499.946,503.6166666667,41.6666666667,-0.1033375648,1.1033735113,2.955512734,2.7002585733,0.5580942774,519.29,1947.4107526882,0
293112.05164304,503.504,502.3966666667,33.3333333333,0.703575234,1.9927300817,1.5016330904,-0.1687617989,-0.8956178753,514.65,1949.997311828,0
284679.77512646,507.86,502.42,33.3333333333,0.8962434278,0.2537990209,-1.2757422618,-2.1926605314,-3.4897031876,496.96,1952.5688172043,1
290445.13244616,511.034,507.8583333333,41.6666666667,0.6349612625,-0.4169041392,-0.7419036113,-0.6650464794,2.1596102289,507.84,1955.1252688172,0
284671.21616887,508.52,509.8316666667,41.6666666667,-0.4928646506,-0.7556043825,-0.7089332183,0.6814517663,-0.7967066962,503.74,1958.114516129,1
291387.37643654,507.1,509.13,50,-0.2753422194,-0.1202733054,1.0028699886,0.4244998685,1.6457064332,514.4,1961.2790322581,0
283595.41174832,506.544,507.895,50,-0.1083274285,0.7370165113,0.2628186055,0.7925812563,-0.0605439206,511.87,1964.2887096774,0
276476.38823133,508.344,506.4533333333,41.6666666667,0.3589328638,-0.0912364775,0.1439202621,-0.6069728234,-1.1534017262,506.94,1967.2306451613,1
283722.99484801,508.634,508.5033333333,50,0.0570221101,0.2704543117,-0.1879630622,-0.251672633,0.6500564603,509.3,1970.4064516129,0
279319.59259056,508.04,507.3366666667,50,-0.1182481273,-0.5592367675,-0.7254677164,-0.5115007115,-1.6730578833,501.49,1973.5037634409,0
268029.75735326,501.412,503.2066666667,41.6666666667,-1.3378404905,-1.657164633,-1.8250856019,-3.062656633,-4.4522553827,479.01,1976.4360215054,0
258937.88541252,493.946,496.9333333333,33.3333333333,-1.5144954558,-1.6047688882,-2.3563773377,-2.6980370649,-0.9438187472,475.89,1979.1413978495,0
251604.37227214,487.646,490.705,25,-1.2855010247,-1.769390396,-1.8015012336,-0.4761241591,-0.0084295709,474.5,1981.6053763441,1
256347.25673305,480.764,485.52,33.3333333333,-1.3990807124,-1.3305864197,-0.2900300988,0.0368642255,0.0821580219,474.86,1983.8301075269,1
267140.85991925,478.08,481.875,41.6666666667,-0.5431992935,0.4340647288,0.8933592208,1.3442536167,2.6063492116,489.61,1985.8467741936,0
261928.42496768,477.802,478.0083333333,33.3333333333,-0.0581170903,0.1633083239,0.2205542889,0.2897524224,-2.0268443668,477.65,1988.2134408602,1
264699.22124186,478.85,478.1316666667,41.6666666667,0.2196350348,0.2766511863,0.3414822411,-0.7909512441,0.4449418786,479.99,1990.3838709678,0
261840.56948907,479.036,478.28,33.3333333333,0.0391607928,0.0284114855,-0.8309010898,-0.2329294514,-0.9108007813,477.4,1992.3376344086,0
247272.60791007,477.724,477.2516666667,33.3333333333,-0.2782004526,-0.9993378687,-0.6568357026,-1.2077244933,-1.5046482052,468.32,1993.7596774194,1
256394.4391677,474.878,476.97,41.6666666667,-0.5925711656,-0.2340028653,-0.4603177799,-0.2350762792,1.0344956468,473.34,1994.3231182796,1
267904.0336409,474.662,475.16,41.6666666667,-0.045272598,-0.1678262171,0.0798319709,0.872072059,0.7096484713,477.78,1995.0833333333,0
259967.30504664,473.886,474.8683333333,41.6666666667,-0.1623983475,0.024702261,0.5344857497,0.2844808011,-0.140686869,477.43,1995.838172043,0
253869.59347596,473.724,474.0083333333,41.6666666667,-0.0341034765,0.3335327057,0.099878392,-0.2050066477,-0.2693264263,473.08,1995.6596774194,1
259697.85712498,475.654,474.4333333333,50,0.4079142995,0.2512689627,0.0984757932,0.2180571242,0.7054406748,477.99,1995.3951612903,0
255813.18059841,476.112,475.6266666667,50,0.0965543833,-0.0567191387,-0.0287298952,0.0915683703,-0.5223039342,475.47,1995.0634408602,0
249591.33012295,474.692,475.005,41.6666666667,-0.3002043595,-0.3400837321,-0.3636695007,-0.8982245884,-1.2741452427,469.47,1994.6301075269,0
243642.57112225,471.916,472.58,33.3333333333,-0.5919913588,-0.6726575919,-1.1320236808,-1.4368835541,-1.5996218655,463.48,1995.1123655914,0
231164.79674325,467.41,468.6116666667,33.3333333333,-0.9726641762,-1.3921903889,-1.6821525405,-1.8861561894,-2.1726905132,452.99,1995.6225806452,0
209100.91205155,456.814,460.3416666667,25,-2.3495944337,-2.8064170586,-3.3171743306,-4.1759505632,-6.1792106131,426.62,1996.7532258065,0
179368.19168955,440.888,446.655,25,-3.6657047575,-4.2635946363,-5.1515855598,-6.6410330832,-7.1028555532,395.86,1998.467311828,1
199284.71662415,428.746,435.5333333333,33.3333333333,-2.769524242,-3.0619998361,-3.3584362771,-1.948049109,3.2067573351,410.92,2000.0970752688,0
185102.00097225,416.252,423.88,25,-2.9053853274,-3.0885590309,-2.0583418368,0.4639150214,-2.2789272924,400.77,2001.6559569893,1
195905.01855185,405.848,413.555,25,-2.4448348652,-1.5112409282,0.3526306135,-1.0744327473,0.1300617977,399.77,2000.8040645161,1
222904.31240185,408.642,411.3683333333,33.3333333333,0.6468380937,2.5842615054,2.3767628955,4.7046079895,9.2791541813,440.85,1999.052172043,0
208763.11347665,414.206,411.1483333333,33.3333333333,1.3583567983,0.8962566641,1.9546513163,2.8669460756,-3.5452620302,423.57,1998.5432903226,0
193746.24442265,414.206,413.2983333333,25,0,0.5697318231,0.7162884982,-3.5651443433,-3.5850266565,410,1996.1397849462,0
183825.12742778,415.01,412.4333333333,25,0.2002208175,0.2177605725,-2.8027039638,-2.4314249306,-1.2778232048,405.08,1994.7513333333,0
178352.5276352,415.35,412.8033333333,25,0.0848050757,-2.2137822007,-1.7699555909,-0.8624200581,-0.4470169115,399.16,1993.4080430108,0
162212.7627069,402.626,408.6833333333,25,-3.1314429918,-3.0279882322,-2.8423087575,-3.6245515338,-6.8020861562,375.35,1992.1093763441,0
142186.2555765,392.73,397.8883333333,25,-2.4837607894,-2.2084443226,-2.5186513619,-3.5544685871,-0.3068510179,374.17,1990.4461935484,1
156476.2148717,389.196,392.4566666667,33.3333333333,-0.8838094844,-0.7853060542,-0.8980691018,2.0539394254,4.4147298686,389.56,1988.5937634409,0
143438.6164222,385.454,388.4733333333,33.3333333333,-0.9494064581,-1.0750038447,0.8340235924,1.4044608976,-1.6058080734,384.85,1985.2219784946,0
133024.4192993,380.036,383.6583333333,25,-1.3961491448,-0.044664892,0.0427304834,-2.1432692093,-2.6807303451,376.29,1981.8340645161,0
112615.4442453,376.714,376.4866666667,25,-0.905220638,-1.054813043,-2.8779940135,-3.5140869836,-4.347443622,358.71,1979.9810967742,0
83633.6401792996,367.116,368.2966666667,16.6666666667,-2.7449813617,-4.5349091693,-5.5112762012,-6.9265491292,-9.5056546365,326.24,1978.2109247312,0
21907.2685705996,353.602,359.85,8.3333333333,-3.7935355339,-4.340467399,-4.8937130836,-5.1668478144,-0.8280409924,322.82,1976.5213978495,1
91444.9307381996,342.348,349.4333333333,16.6666666667,-3.1613771758,-3.2815388834,-2.9262373039,0.3634713624,1.5549837172,328.56,1974.6560645161,1
114406.8207512,334.372,341.09,25,-2.2507797945,-1.7266138376,0.866399762,1.7136201392,1.8722565612,334.8,1971.0918064516,1
143021.6518163,333.77,337.9316666667,33.3333333333,-0.1685175197,2.1657667595,3.1637026767,3.9680621565,6.0638677519,355.73,1969.8727096774,1
190838.901864,341.33,338.81,41.6666666667,2.1927998806,2.9480100989,3.4123522261,4.1824000586,2.3009323652,364.01,1966.3659784946,0
170295.6262266,348.804,344.59,41.6666666667,2.1862453385,2.3440607439,2.5013288048,0.7200593312,-0.8608137029,360.85,1961.0146236559,1
180268.8949324,355.486,351.0033333333,50,1.9366687764,1.9527718303,0.582406523,-0.2768563981,0.3071009067,362.77,1955.8799354839,1
194519.3666439,364.148,359.2566666667,50,2.4330363992,1.5253285611,1.2667939597,2.3305977909,4.3540946751,378.48,1950.9662150538,1
220603.113,371.522,368.89,58.3333333333,1.9723853142,1.8902485514,2.8072693028,4.0573535008,3.7606123266,392.99,1944.3922795699,1
245425.2754571,379.396,376.8316666667,66.6666666667,2.0539541184,2.7826460738,3.6078277961,3.2346943566,2.7087763867,402.01,1938.6715698925,0
226277.5850367,386.122,381.9166666667,66.6666666667,1.7819326665,2.1506406065,1.416155917,0.2439277122,-2.2209209623,394.52,1931.3809677419,0
203501.0696158,390.512,385.76,66.6666666667,1.177362479,0.38317943,-0.7426315355,-2.4683354966,-2.7157500309,384.19,1924.628,0
192993.2433285,391.62,389.3683333333,66.6666666667,0.2909104009,-0.5765150805,-1.6716122362,-1.3969578731,-0.0781657153,383.2,1920.1632043011,1
