btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_high_30,btc_low_30,btc_close_30,sp500_close_30,google_trend_2,google_trend_3,wikipedia_trend_2,class_y0
633132.18768134,816.456,802.38,75,4.2430885948,4.5337413389,4.7761201924,5.5820855629,8.7968137905,905,722.81,731.787827957,772.9650537634,694.2465376344,741.8771182796,1821.8634408602,32,48,22404,1
659019.09407264,849.324,833.5866666667,75,3.9392390309,3.972397594,4.2418003082,5.1790217947,1.5612297989,915.8,709,741.8897849462,785.9788387097,706.148172043,752.7003655914,1822.3975913979,32,48,4842,0
624955.57286464,849.486,838.6033333333,66.6666666667,0.0206475971,-0.7652378665,-1.8094362671,-7.1125612959,-15.7863523906,785,729.01,752.4836129032,795.3130537634,711.4613763441,754.3770752688,1823.5430322581,32,48,0,1
651271.33139414,852.296,845.1466666667,75,0.3441919776,-0.1615993619,-3.1477370793,-5.5022205184,4.7819113538,823.94,742.5,754.1602365591,798.3197419355,715.1960860215,758.5387311828,1824.746,32,48,39818,1
676573.57559574,851.49,847.7066666667,83.3333333333,-0.0974874175,-2.3210627195,-3.6151602256,2.470435857,0.1589603601,825.5,767.62,758.3534193548,801.3189032258,719.8879139785,762.949311828,1825.9306881721,32,48,39671,1
689419.73611584,841.012,851.6766666667,83.3333333333,-1.1926542122,-1.8811252149,2.7539505103,1.7399700886,3.320979817,851.63,790.2,762.8106236559,805.4870967742,726.094,769.4888602151,1827.357311828,32,48,40866,1
705550.65262884,836.482,850.275,83.3333333333,-0.4989712655,3.3228740158,2.8365282364,4.1753121746,5.0296445322,895,826.07,769.2838924731,813.0604516129,735.5422150538,778.9226666667,1828.6613548387,27,32,41792,0
693361.47714984,848.292,837.7433333333,83.3333333333,1.4505603353,0.6177225807,0.7706433209,-0.5045249272,-6.0386943866,844.04,876,778.614172043,820.2900215054,743.4656989247,784.9122365591,1829.8304516129,27,32,26579,0
673995.08555664,848.202,844.0766666667,75,-0.0109326129,-0.0534058561,-1.1782010805,-4.2821238868,-2.525553387,823.99,785,784.6055698925,823.6204946237,748.6430322581,789.6339139785,1829.3963225807,27,32,26953,0
664265.54164247,846.448,842.8333333333,66.6666666667,-0.2138066987,-1.0975033276,-3.1398859475,-1.690481728,-0.855410069,815.99,765,789.3989677419,826.6056989247,755.0345591398,793.9630752688,1830.0369247312,27,32,33581,1
676533.31613887,844.154,845.5633333333,66.6666666667,-0.2708823697,-1.5960140951,-0.1151206646,1.0900956966,3.0356014621,841.14,779.78,793.7338494624,830.517311828,761.767827957,800.0137634409,1831.1006451613,27,32,37051,0
668317.86447538,827.716,839.195,58.3333333333,-1.9229406523,-0.8940022188,-0.3501518294,-0.0975227095,-3.2306468812,814.4,799.41,799.7902150538,834.3771827957,768.4818709677,804.0164086022,1831.7073763441,27,32,38423,0
651202.92493788,818.346,822.63,50,-1.1421229242,-0.7962653085,-0.7765503883,-2.6826263135,-2.1346057458,796.97,849.51,803.7974623656,836.2176989247,771.867311828,806.6066236559,1832.0624946237,27,32,47988,1
656689.76645873,815.746,816.955,50,-0.3184390602,-0.184196308,-1.2574622314,-0.2708699065,1.5928659328,810,826.46,806.3804086022,837.506172043,776.4295483871,809.426516129,1832.3670752688,31,27,50420,1
665107.77450375,820.962,820.1333333333,58.3333333333,0.6292209238,0.0276257893,1.1137166794,2.737877892,3.8828898512,841.5,783.11,809.2083655914,840.1524516129,780.0180430108,814.0466236559,1832.6162795699,31,27,26715,0
658139.61779898,817.938,821.805,50,-0.3627825661,0.3541835127,1.1837799321,0.9792369318,-1.9244159876,826.02,800,813.7999784946,842.7251827957,784.6789892473,817.132172043,1832.8001935484,31,27,24937,0
650470.01842877,820.036,819.0966666667,41.6666666667,0.2559679663,0.8536113943,0.6071932148,-1.0306551034,-0.1368942191,824.88,805.18,816.8950322581,844.1987311828,788.7055268817,819.6480645161,1833.2323655914,31,27,34121,0
642160.92435383,824.436,819.8966666667,33.3333333333,0.5444533189,0.2823501655,-0.9178297298,-0.4145366009,-0.6921789826,819.2,810.01,819.4198709677,844.7479784946,791.380688172,821.3404516129,1833.6094623656,31,27,46075,0
634765.91486177,824.836,822.3633333333,25,0.0493218499,-0.9090701504,-0.570621538,-0.7874851975,-0.8827914124,810.95,765,821.1218709677,844.8428387097,793.6467526882,822.214688172,1833.0333333333,31,27,50982,0
618990.71232397,812.422,817.3633333333,25,-1.5313845299,-1.4331266655,-1.8652041476,-2.4517167301,-4.0206420478,780,796,821.9379784946,843.8609677419,793.3420860215,820.6824516129,1829.7416129032,31,27,38760,1
627696.27633737,808.578,811.485,33.3333333333,-0.4708636045,-0.5543559508,-0.5084149402,-0.3212267041,3.3781886396,806.81,791.01,820.4188602151,842.9378064516,793.1693978495,820.6620645161,1826.5509677419,29,31,35287,1
637400.41359924,806.55,809.6066666667,41.6666666667,-0.2473745279,-0.1361734142,0.1126992519,2.1793699017,0.9805511638,814.67,815,820.4122365591,842.9981290323,794.1848172043,821.0259784946,1823.4775268817,29,31,22449,0
612206.17697264,793.1,797.45,33.3333333333,-1.7131684382,-1.9207626946,-1.2208029102,-3.5202986851,-8.021148534,750.95,814,820.7858709677,842.1941505376,790.484,817.1368387097,1820.1180645161,29,31,25599,1
632248.99310954,788.3,792.25,41.6666666667,-0.6000450061,0.2551042544,-0.7859238741,-1.669161393,4.682825748,785.51,801,816.8535053763,840.5534193548,787.6595698925,815.4940430108,1817.6956989247,29,31,52072,1
639293.51467197,791.142,789.285,50,0.3610798044,-0.3931974044,-0.8511135938,2.7339038764,0.7849820047,794.21,801.1,815.0735053763,838.2238064516,787.4649032258,814.1228602151,1814.2803225807,29,31,55256,1
652419.06282787,789.78,792.6166666667,50,-0.1695315698,-0.4570522532,2.0643131737,0.7550568866,0.7251317685,799.99,767.02,813.7311397849,836.2377419355,786.4145806452,813.0004946237,1811.6466666667,29,31,40830,1
660147.22288428,787.43,791.9833333333,50,-0.2905320754,1.6421220392,0.6285541363,0.5503402021,0.3755486357,803,773.4,812.6375913979,833.9350322581,786.5412473118,811.9261075269,1808.8350537634,29,31,35048,1
668443.28705175,799.686,791.73,58.3333333333,1.5668827998,0.7878970627,0.7888687488,0.8207372389,1.2659258421,813.23,795.01,811.5920215054,832.6430967742,787.282344086,811.4082795699,1806.166344086,30,29,27584,1
672518.969513159,805.084,802.2366666667,66.6666666667,0.6735550674,0.6456983331,0.6192205212,0.741056464,0.216187086,814.94,725,811.096516129,831.149483871,788.3871182796,810.9415483871,1803.6051612903,30,29,26883,0
667587.13596288,807.942,805.6533333333,66.6666666667,0.3566553822,0.2645362857,0.227532169,-0.2916646675,-0.799516421,806.99,740.01,810.6488817204,828.9837849462,788.772516129,810.0440860215,1798.3267741936,30,29,24345,0
659995.13279814,808.542,807.1166666667,66.6666666667,0.0748606596,-0.0003113344,-0.4223903933,-0.7416791329,-0.6838418448,802,781.99,809.6739354839,826.7200215054,788.8989892473,808.8347741935,1793.9575268817,30,29,27526,0
651515.63046253,804.408,804.1733333333,66.6666666667,-0.5215613506,-0.9684331488,-1.3633065604,-1.6452016301,-2.6065614154,780.01,770.7,808.4239354839,824.5543655914,787.6799569892,806.5119354839,1789.7802150538,30,29,45364,0
630863.02371383,794.56,797.6716666667,58.3333333333,-1.2491854458,-1.6155285788,-1.8875326314,-2.4893780247,-2.372194634,764,791,805.9767311828,822.3349462366,785.1942580645,803.3003010753,1787.2195698925,30,29,33076,0
564500.76587203,772.564,779.635,50,-2.8992771224,-3.4242172977,-4.337675782,-5.2032329653,-8.0342712967,705.01,802.59,802.7886451613,818.0585376344,774.1988817204,796.328688172,1786.5390322581,30,29,32561,0
550999.65051103,746.962,757.2183333333,50,-3.4473510422,-4.1382283416,-4.6487839836,-5.7870786585,-3.5398860202,680.49,810.23,795.8399139785,811.1581290323,766.2923225806,788.0298494624,1785.9423655914,29,30,42980,1
566061.583218229,723.838,737.03,50,-3.1093907963,-3.2350981416,-3.5227326441,-1.2669633179,1.0059593845,688,800.5,787.5650107527,806.6181505376,758.91,780.4851397849,1785.4306451613,29,30,29728,1
637922.120170429,704.934,717.8333333333,50,-2.5752801883,-2.6260515768,-0.8233116702,0.5349755048,0.0639916251,688.34,796.83,780.0864731183,799.569311828,743.0263870968,773.324172043,1785.0947311828,29,30,29662,0
597859.68281813,687.156,699.9616666667,41.6666666667,-2.4738774406,-1.0837789765,-0.2650766286,-0.9005946352,-1.8651808955,677,775,772.9817634409,793.395655914,734.3460215054,765.7921935484,1786.0609677419,29,30,43543,0
582347.895559929,676.552,681.295,33.3333333333,-1.5636552545,-1.069597563,-1.7614498789,-2.6741706308,-3.4831603662,650.04,752,765.5898709677,785.3740430108,726.1234193548,757.1325806452,1787.3051612903,29,30,37538,0
554202.08194353,661.276,664.4783333333,25,-2.381136527,-3.2279105048,-4.3252112148,-5.5552263745,-7.6272923827,609.4,619,756.8178494624,776.0689032258,716.2886236559,745.7516989247,1789.0127956989,29,30,27779,1
622580.227339829,657.602,662.5633333333,25,-0.5417732125,-0.6932144219,-0.3025589307,1.2877417871,10.202775957,670.34,662.01,745.7979784946,770.557311828,702.7819139785,739.0129247312,1791.4327956989,29,30,25169,0
601817.587245429,651.206,657.3066666667,25,-0.9522205597,-0.7239804757,0.1957461544,4.107265423,-1.988245111,655.83,666.21,739.154,762.7778924731,695.712344086,731.7946666667,1793.8667741936,26,29,26753,0
575420.016326229,640.386,646.1716666667,25,-1.6705949223,-1.2174535613,0.9191593792,-3.7226489097,-5.4570527085,621,530,731.9412043011,755.1720860215,686.5245591398,722.6703225806,1796.3034408602,26,29,18419,1
595322.455648029,636.72,639.265,33.3333333333,-0.570333828,1.1939058107,-1.8090509047,-1.7194538016,2.0181451053,633.66,631,722.8223225806,747.5677849462,679.0027741935,714.7416774194,1798.8449462366,26,29,20078,0
580488.515713129,641.438,635.2166666667,33.3333333333,0.7661208953,-1.5930428701,-1.4613087898,0.5365631695,-0.9450187663,627.7,631.58,714.8986451613,739.3235483871,671.880344086,706.8077419355,1801.4361290323,26,29,22452,0
569360.03733863,632.24,638.3666666667,33.3333333333,-1.4244298021,-1.2834759749,0.1077162697,-0.8474981482,-0.74997753,623.01,601.54,706.9696774194,730.5891397849,665.5994623656,699.0322365591,1803.2461290323,26,29,31507,0
534393.33883733,613.446,620.51,33.3333333333,-3.0929780096,-2.5019593348,-4.0086608149,-5.5404818392,-10.3309861483,561.86,538.01,699.1979139785,721.9816129032,656.1250322581,687.7481505376,1805.7678494624,26,29,32556,1
564006.27595193,605.516,608.0966666667,33.3333333333,-1.3195619364,-2.1539886968,-2.5569786736,-3.4604792454,3.4100276574,581.35,628.88,687.9175698925,711.1020430108,645.202,678.2871397849,1808.1653763441,26,29,34802,1
582082.36697313,600.96,606.41,33.3333333333,-0.732239849,-0.6790451197,-0.6554009829,4.1823915999,4.9547555423,610.77,590.01,678.4602795699,702.7222365591,636.9352903226,671.2427956989,1810.5720430108,33,26,23061,0
561214.21206833,597.438,602.4816666667,33.3333333333,-0.5691171611,-0.5239020689,2.7451259576,2.4126751077,-0.129405327,609.9,610,671.4125591398,696.4650107527,631.6101935484,664.58,1812.9572043011,33,26,17682,0
509373.39989123,579.934,587.1133333333,33.3333333333,-3.0276070889,-1.2017623241,-2.7390256512,-6.585916248,-13.0424271691,535.49,609.99,664.7392043011,689.4674408602,621.1118494624,653.4696989247,1815.9880645161,33,26,15393,0
393611.41326923,574.562,572.445,33.3333333333,-0.9797192329,-2.0771559555,-4.4211264547,-6.5669870186,-0.0915468681,534.34,617,653.6310107527,677.5064301075,603.8151827957,642.9112473118,1818.8974193548,33,26,20316,1
442722.31543353,575.34,576.3416666667,33.3333333333,0.1333806879,-1.0719630257,-1.3861489253,4.4419901966,8.9755272614,585.24,560.9,643.0321075269,670.3071397849,595.7550967742,636.1956989247,1821.3944086022,33,26,85468,0
425674.24492893,569.764,576.6166666667,33.3333333333,-0.9342670837,-1.1354825229,2.8334990258,4.2960219727,-0.3834833159,584.7,530.01,636.3199354839,662.9201075269,590.7737204301,629.6941505376,1824.5231182796,33,26,62266,0
403039.91994153,558.124,566.785,33.3333333333,-2.0051547242,0.754163387,1.0360668054,-2.9336634227,-5.4838435294,551.8,562.15,629.9292903226,655.436172043,584.205655914,621.6263655914,1827.7362365591,33,26,42162,1
417343.86158423,564.522,559.6833333333,33.3333333333,1.1604658173,1.4734689887,-1.0272171022,-1.3490839953,2.7856755387,567.46,599.78,621.8479139785,647.4186021505,577.7687526882,615.0855053763,1830.7638709678,27,33,62430,0
410906.46306282,570.77,564.8083333333,33.3333333333,1.135025394,-0.8251000728,-0.9723056584,1.283463277,-0.2187489847,565.38,514.02,615.298172043,639.5862795699,573.0000215054,608.9646666667,1833.6275268817,27,33,45034,1
475821.28343292,589.26,588.59,41.6666666667,2.9333587346,3.7625692473,6.8447068395,8.8742224899,17.9671939644,677.69,400,609.1143010753,641.2363010753,569.3250537634,610.543311828,1835.3815053764,27,33,28527,0
447789.96642952,607.26,603.2166666667,41.6666666667,2.8711628659,4.9599144647,5.6846607734,8.6363656524,-0.6944626597,673.27,530,610.6872473118,642.6381075269,570.7880860215,612.1108602151,1838.8311827957,27,33,31447,0
435070.35224752,630.88,617.715,33.3333333333,3.8782807169,4.1514320114,5.6081590101,-0.5713584671,-0.4482542744,669,571.22,612.266516129,642.8675913979,573.8089462366,613.7895698925,1842.1410752688,27,33,31175,0
424665.65485412,651.298,637.3283333333,25,3.3086041772,4.1904424677,-0.4018080312,-0.255480717,-0.0627071596,669.57,541,613.8749677419,643.1126236559,577.0267956989,615.7390537634,1845.3923655914,27,33,46115,0
403216.22864822,664.608,648.2133333333,25,2.222411939,-1.7137835674,-2.0535572032,-2.8562086677,-5.6497101757,632.79,535,615.8169462366,643.2844731183,578.202344086,615.6025591398,1848.4716129032,27,33,86464,0
393517.20733553,653.07,657.1733333333,25,-1.779409564,-2.0506462901,-2.584776962,-3.8458118633,-2.0419135508,620.02,553,615.6708172043,641.8083655914,579.1478924731,614.9624946237,1851.2626881721,49,27,117065,1
402638.68208298,646.47,650.8916666667,33.3333333333,-1.0055430658,-1.1448652637,-1.5055846317,0.5664781403,3.1748698315,638.4,562.02,615.0174193548,641.5355053763,580.9609677419,615.9224086022,1853.8139784946,49,27,37941,0
389288.36045688,638.35,643.6233333333,25,-1.2502338109,-1.5471154737,-0.1795839064,0.7515809159,-1.6717079997,628.02,633.64,615.8594623656,641.0930752688,582.5268817204,616.3376129032,1856.1351612903,49,27,25017,1
398454.98054204,630.856,637.3083333333,33.3333333333,-1.1517621165,-0.0272751017,0.644271048,-0.6210283438,0.4296513122,631.72,651.9,616.1750752688,640.6762580645,584.540344086,617.0375483871,1857.5020430108,49,27,30437,1
411196.34181494,631.288,631.5383333333,41.6666666667,0.0681528418,0.5956694399,-0.264064024,0.4397579639,0.4498646157,634.95,650,616.8422365591,641.3052043011,587.6095913979,618.0402150538,1858.8759139785,49,27,28188,1
417924.49451066,635.49,632.9083333333,41.6666666667,0.6665115877,0.0394220267,0.6097987022,0.6998723972,0.9498801788,641.02,613.45,617.8388172043,641.6063010753,590.6728172043,619.5475268817,1858.7379569893,49,27,26685,0
409247.65967552,633.574,634.645,41.6666666667,-0.3016382485,0.0408791893,-0.0887115183,-0.3579995853,-1.6658793494,630.99,604.5,619.341827957,641.7353548387,593.3009892473,620.4449247312,1858.0930107527,49,27,24156,1
411449.87768999,635.144,634.185,41.6666666667,0.247905087,0.2024685307,0.120003169,-0.2949353359,1.0760086776,637.58,613.03,620.2751182796,641.620516129,595.9446236559,621.8287096774,1857.3986021505,40,49,19513,0
408153.37015628,635.722,635.1183333333,41.6666666667,0.0912328252,0.0015748776,-0.3145268895,0.3611493404,-0.3537099968,634.99,609,621.6745376344,641.5173333333,598.775827957,622.9960860215,1856.6703225807,40,49,13037,0
398988.28219542,632.954,633.2866666667,41.6666666667,-0.4407611146,-0.788421438,-0.4959354675,-1.2819075401,-2.2101050835,622.97,614.17,622.8462580645,641.2883655914,600.7945376344,623.3411182796,1857.0764516129,40,49,12204,0
384080.48454882,627.152,629.4616666667,41.6666666667,-0.9262554982,-0.7413495354,-1.3471356064,-1.8438484112,-1.477591739,613.84,628.8,623.318516129,640.4434408602,601.0057634409,623.1730752688,1858.2723655914,40,49,18270,0
377000.56738811,623.308,624.4933333333,41.6666666667,-0.6192405215,-1.0430528213,-1.2728337628,-0.8041981025,-0.130804466,610.01,632,623.2724086022,639.6828817204,602.116516129,622.9727741935,1858.6817204301,40,49,18328,0
366093.90210811,613.456,617.42,41.6666666667,-1.6090683398,-1.9229079256,-1.8271755396,-2.0019674399,-3.8731304138,585.6,625.29,622.9946021505,638.1944516129,601.5313333333,621.3227096774,1859.9446236559,40,49,16598,0
343675.72926521,600.458,606.2133333333,33.3333333333,-2.1594577982,-2.1467959768,-2.3698640561,-3.4893938512,-3.1056572886,569.99,625.32,621.1928172043,636.5686021505,599.5515913979,618.5980645161,1862.3908602151,40,49,21017,0
330061.43103091,589.298,594.6,33.3333333333,-1.8826789331,-1.9839507316,-2.6016661535,-1.9659340234,-0.8262107582,564.31,629.02,618.4744731183,632.6877419355,596.7352903226,615.6848387097,1864.6912903226,22,40,35209,0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,619.46,615.5036989247,628.7718494624,594.9772688172,612.4861290323,1866.8690322581,22,40,18444,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,591.13,612.1347526882,626.3895483871,592.5333763441,610.9434408602,1866.0939784946,22,40,14978,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,605.11,610.6013548387,623.7355913979,591.5323870968,609.3110537634,1865.9151612903,22,40,16444,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,578.66,608.9840215054,621.4990967742,590.3488602151,607.588172043,1864.6019354839,22,40,20792,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,556,607.2751397849,618.6705591398,582.6750537634,598.8960430108,1863.1672043011,22,40,26670,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,541,598.5976774194,612.5656989247,575.0010322581,592.0755268817,1862.39,22,40,19029,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,556.74,591.7904086022,605.0801935484,568.6642150538,584.7875483871,1861.594516129,19,22,15466,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,547,584.5156774194,596.7602580645,559.2201935484,575.6314193548,1860.8065591398,19,22,10666,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,568.86,575.3764516129,588.3121290323,550.1310107527,566.3393548387,1860.9368817204,19,22,11798,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,565,566.0998064516,581.5579784946,542.1562365591,558.8476129032,1861.9069892473,19,22,18816,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,466.1,558.6247741935,573.9672903226,532.9766451613,548.964172043,1863.1722580645,19,22,15652,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,468.3,548.7497419355,564.9048172043,523.1848387097,540.370172043,1864.3515053764,19,22,17688,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,486.97,540.1708172043,555.9976989247,514.8066451613,532.3290107527,1864.0221505376,19,22,21833,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,436,532.0033763441,547.9066451613,507.5801290323,525.5691182796,1863.7196774194,19,19,18836,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,438,525.2617419355,540.2820645161,501.3799569892,518.6992688172,1863.4521505376,19,19,12088,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,452.04,518.6488602151,533.0460860215,495.2598924731,511.6180645161,1861.8039784946,19,19,8585,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,430,511.5779569892,525.904516129,489.496172043,505.3254408602,1860.6934408602,19,19,11701,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,416.11,505.2956774194,519.0171397849,483.564688172,498.6672903226,1860.9280645161,19,19,12165,0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,430.77,498.6444301075,511.5794193548,472.8065806452,487.3437634409,1858.7540860215,19,19,16313,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,441.25,487.3235698925,503.9154193548,461.4532043011,480.4619139785,1855.6784946237,19,19,13714,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,450.2,480.4449032258,497.2043870968,455.4910322581,474.0629677419,1852.7233333333,16,19,12052,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,446,474.1452688172,490.1879784946,448.9298924731,467.6726021505,1849.8434408602,16,19,8570,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,446.24,467.7542580645,486.6871612903,443.5587096774,464.4652903226,1847.8468817204,16,19,9081,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,438.08,464.6443225806,487.0086666667,441.5684301075,465.6746236559,1846.8513978495,16,19,18614,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,357.57,465.9879139785,488.8100430108,442.5924731183,467.7097419355,1846.711827957,16,19,11884,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,339.79,467.9695483871,489.8823655914,443.0869247312,468.0111182796,1846.9217204301,16,19,15873,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,413.72,468.2707741935,489.4180645161,443.0665376344,467.4576774194,1847.1590322581,16,19,14818,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,397.16,467.6559784946,489.2350107527,443.518,468.5145376344,1847.4001075269,16,16,9270,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,408,468.8052903226,489.8624301075,445.4996774194,469.5072688172,1847.6750537634,16,16,9070,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,453.16,469.8623870968,490.5875913979,447.4232903226,470.4402150538,1848.4452688172,16,16,7261,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,494.02,470.868344086,490.7836989247,449.1469032258,471.0857849462,1849.8903225807,16,16,9974,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,481.63,471.5021075269,490.4928817204,450.9863010753,472.0130752688,1851.3123655914,16,16,11402,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,470,472.4077419355,491.0437849462,452.6624516129,473.8005591398,1852.6838709678,16,16,10486,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,472.81,474.1741505376,491.7069032258,451.8232473118,473.4615268817,1853.1870967742,16,16,9806,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,493,473.8296344086,490.4283225806,452.0970537634,472.8845806452,1853.6526881721,15,16,11577,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,490,473.2487096774,488.807655914,451.0406021505,470.4710752688,1854.076344086,15,16,6992,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,485.2,470.8165591398,486.704688172,449.6827526882,469.044688172,1854.8666666667,15,16,8579,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,484.61,469.2108817204,484.8708387097,448.9777419355,468.0529032258,1855.9946236559,15,16,12312,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,480,468.2058064516,483.0867311828,448.3496774194,467.1417634409,1857.4801075269,15,16,10689,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,438.05,467.2910537634,482.1400645161,448.6928387097,467.0254193548,1858.9204301075,15,16,14043,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,451.07,467.1610537634,481.1017849462,448.8215268817,466.5303870968,1860.1510752688,15,16,10902,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,429.95,466.4910752688,479.5845591398,448.0473978495,465.0020215054,1861.4,13,15,8244,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,424,464.9542150538,477.3370107527,447.1476989247,463.4375913979,1862.6672043011,13,15,5670,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,432.02,463.2419354839,475.265311828,445.9570752688,461.5784516129,1863.9838709678,13,15,6294,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,433.08,461.2864731183,472.526516129,444.4962365591,459.4657634409,1864.5247311828,13,15,11801,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,447.97,459.232,471.0156774194,443.4481505376,458.1873978495,1865.7016129032,13,15,9286,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,444.51,458.0486451613,469.4071827957,443.2141075269,456.7752903226,1866.6715053764,13,15,9070,1
