btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_high_30,btc_low_30,btc_close_30,sp500_close_30,google_trend_2,google_trend_3,wikipedia_trend_2,class_y0
19061.7107684295,289.804,286.6083333333,58.3333333333,1.5665457536,2.1166481104,0.8594663222,0.1779848539,-5.9265056989,292.54,264.01,264.1716774194,271.8861935484,259.712516129,266.5836344086,2074.9671182796,11,9,3726,0
8700.6311850295,293.53,289.4283333333,58.3333333333,1.3396564112,0.2025221453,-0.4707802259,-3.8474080423,-1.7683103856,287.49,263.01,266.5469247312,274.1487741935,261.9171182796,268.5049892473,2076.1295268817,11,9,5501,0
-1097.7438907005,293.618,292.22,50,0.0308285225,-0.5170716616,-2.7835873511,-1.2121281771,-0.6559459687,285.67,265.92,268.4653978495,276.0543010753,263.891655914,270.1857849462,2077.4177419355,11,9,4686,0
-22201.0854771005,290.868,290.9966666667,41.6666666667,-0.9658962601,-2.7779891768,-1.7284836694,-1.7085703113,-2.7611946539,277.74,268.63,270.1472903226,277.7542150538,265.1482580645,271.257655914,2079.4849892473,11,9,4846,1
-10724.0300525005,284.644,288.9616666667,41.6666666667,-2.1118621001,-1.1582012004,-0.954831472,-1.1042742236,0.5526462067,279.15,283.88,271.2107526882,278.6144516129,266.1492258065,272.3690967742,2081.6232043011,11,9,4798,0
-20086.1078705405,281.466,283.335,41.6666666667,-1.1164153219,-0.9534415559,-1.0526067517,-0.1983128005,-0.9492718078,276.74,291.65,272.3055698925,279.5709462366,267.3727526882,273.2421075269,2083.7157204301,12,11,4245,0
-25375.1486906105,279.05,280.4666666667,41.6666666667,-0.8583605684,-0.9089642183,-0.2915540731,-0.713654213,-0.4780366182,275.08,281,273.1773978495,280.1437419355,268.4063225806,273.9689032258,2085.8173763441,12,11,3272,1
-16556.6200560505,277.708,279.035,41.6666666667,-0.4753779221,0.0960762608,-0.0561137211,0.3904653222,1.2589672626,278.95,286.02,273.8812903226,280.7366021505,269.3440430108,274.8525376344,2088.1251827957,12,11,4992,0
-25557.1749701105,277.482,277.55,41.6666666667,-0.0814929461,-0.2400277343,-0.0036130431,0.2335987444,-0.7917697737,276.49,284.29,274.767483871,281.3677634409,270.3142580645,275.520688172,2089.9386021505,12,11,5656,1
-17238.7119133805,277.132,277.515,41.6666666667,-0.1256488489,0.0802568908,0.2663547271,-0.2299515407,0.3318666923,277.5,274.92,275.4212043011,281.7213548387,271.1261505376,276.1769677419,2091.3382795699,12,11,5328,0
-23678.3248466405,277.096,277.045,33.3333333333,-0.0130104811,0.1032460531,-0.28199435,-0.0271066382,-0.3860799686,276.61,272.31,276.0693548387,282.0478924731,271.9194193548,276.6960860215,2092.1352688172,12,11,5329,1
-7824.2282885405,279.804,279.0816666667,33.3333333333,0.959651197,0.8848221806,1.4436861653,1.9995959018,4.3852717723,289,276.73,276.5923225806,283.0800215054,272.6474193548,277.944516129,2091.6161290323,12,11,5608,0
-15370.1137254705,281.768,281.3,33.3333333333,0.6919350035,1.0628611978,1.306526033,2.1528290338,-0.0796137047,288.97,275.01,277.8441935484,284.1069032258,273.9782150538,279.0731182796,2091.1443010753,11,12,4421,1
-10071.6472182805,285.054,283.6716666667,41.6666666667,1.1534031678,1.3587872866,1.9404097051,0.7179786714,1.5155710476,292.85,274.62,278.9891612903,285.1572258065,275.2659569892,280.3855913979,2090.7079569893,11,12,3508,1
4579.0856522195,288.376,286.5933333333,50,1.1619260835,1.5489275965,0.603479538,0.9450261593,0.374481271,294.03,276.28,280.2836129032,286.3207526882,276.388516129,281.6610537634,2089.4721505376,11,12,3940,0
-4219.9574245305,291.856,289.315,50,1.22010417,0.4288122694,0.5982875941,0.1396458673,-0.0951895363,294.01,275,281.5469462366,287.358172043,277.7879139785,282.8258064516,2089.7712903226,11,12,4929,0
-14456.1199465305,292.024,291.5216666667,41.6666666667,0.0580451639,0.0924598811,-0.3819105078,-0.7601063972,-1.425023258,289.85,275.79,282.7170537634,288.1404946237,278.7727956989,283.6245591398,2091.0080645161,11,12,4912,0
-22564.7411381605,291.87,291.355,41.6666666667,-0.0533990158,-0.4456415316,-0.7190157991,-1.0309289305,-0.636834603,288.29,275.9,283.5211827957,288.5522150538,279.4970967742,284.2318924731,2092.2803225807,11,12,5164,0
-30467.5086754105,290.098,290.6133333333,41.6666666667,-0.6137065519,-0.8607535076,-1.115941498,-0.961400618,-1.285966633,284.69,286.5,284.1519569892,288.8467741935,279.9817634409,284.5469462366,2093.1079569893,11,12,5180,0
-37571.5752948305,287.278,288.4466666667,33.3333333333,-0.9819546251,-1.2036458973,-1.1298534438,-1.3763628642,-1.4667590953,280.19,287.41,284.4951827957,288.842516129,280.0746236559,284.5374623656,2093.8764516129,9,11,3972,1
-33041.3979810905,284.94,286.4516666667,41.6666666667,-0.81145202,-0.6580592105,-0.6651340796,-0.3547178029,0.7573234895,282.53,286.43,284.4898709677,288.64,280.1112043011,284.6102365591,2094.5809677419,9,11,8514,0
-39352.0053465905,283.056,284.1883333333,33.3333333333,-0.6607881667,-0.6667765576,-0.4603798658,0.042809749,-0.6717039915,280.43,292.19,284.5802580645,288.5676774194,280.2861290323,284.5043010753,2094.731827957,9,11,5806,1
-33145.8870028705,282.454,283.38,41.6666666667,-0.2101204297,0.0588411211,0.5673745265,0.4724000451,1.6165040817,284.91,287.27,284.4782365591,288.4477849462,280.4649892473,284.6496989247,2094.3129032258,9,11,5386,0
-39695.4332666605,281.814,282.2333333333,33.3333333333,-0.2263667924,0.0837312833,-0.1407994521,0.1246528176,-1.3671984465,281.13,284.53,284.621655914,288.3026451613,280.6101290323,284.5163870968,2094.5510752688,9,11,5285,0
-46819.2457900605,281.272,281.0916666667,33.3333333333,-0.1943817191,-0.4323080212,-0.3525093645,-1.3370160876,-1.3068337287,277.48,281.8,284.4921290323,287.8701505376,280.4662365591,284.1204516129,2093.8069892473,9,11,4992,1
-38154.4367408505,280.734,280.9983333333,33.3333333333,-0.1914775725,-0.0714209678,-0.6340626509,-0.2674947531,0.7718442224,279.94,276.66,284.1000215054,287.3375268817,280.1397849462,283.837483871,2092.6634408602,9,11,4716,0
-48424.3051979505,277.086,277.6433333333,25,-1.3450941535,-2.0854937123,-2.3249254676,-2.833971337,-6.4397868964,262.19,276.57,283.8412258065,286.7597634409,278.9002580645,282.41,2091.4462365591,10,9,4667,1
-39553.7256195105,273.096,275.08,33.3333333333,-1.4514138567,-1.4724677093,-1.5276790361,-2.6774406654,1.0849055657,265.05,279.52,282.4167741935,285.4538494624,277.7112903226,281.1815053763,2090.1596774194,10,9,3354,0
-49251.1453835605,269.736,271.635,33.3333333333,-1.2323774651,-1.2137633993,-1.8756326065,0.4064445385,-0.2720164887,264.11,280.43,281.1914408602,284.0639784946,276.5767741935,279.9499569892,2090.5569892473,10,9,3326,1
-40857.0296336605,268.47,269.9716666667,41.6666666667,-0.4615337046,-0.7698781864,1.1200913837,1.1376842927,2.547385074,271.15,280.63,279.9475698925,283.0452043011,275.6495268817,279.2171397849,2089.5978494624,10,9,4252,0
-50377.3442146805,266.09,268.3466666667,41.6666666667,-0.869765815,0.5227394554,0.335350752,0.6390343723,-1.2693163294,267.53,276.6,279.2171182796,282.1044731183,274.8873978495,278.3484086022,2088.9059139785,10,9,4422,0
-61088.3184140805,266.548,265.8216666667,41.6666666667,0.1739240459,-0.053821334,0.0189103842,-1.2453269607,-1.221337592,264.74,274.19,278.3378494624,281.0372258065,273.9394408602,277.323655914,2087.9940860215,10,9,4393,1
-53075.7153606805,266.618,266.3566666667,41.6666666667,0.0263926893,0.1009949838,-0.7144683796,-0.4370444047,0.3472487825,265.57,260.41,277.3323655914,279.9754623656,273.0218064516,276.4078709677,2087.709139785,10,9,6041,0
-58561.3458820705,266.044,265.7583333333,41.6666666667,-0.2183402883,-0.9097716288,-0.7899233953,-0.5742162969,-1.4956813764,261.46,261.01,276.4293548387,278.9395268817,272.0521075269,275.281483871,2087.4559139785,10,10,3809,0
-68194.6216501105,263.036,264.3883333333,33.3333333333,-1.1413026719,-1.1092992576,-1.0719531461,-1.7815541104,-2.0674268443,256.11,261.6,275.3044086022,277.6818709677,270.6980430108,273.8452688172,2087.261827957,10,10,3193,1
-59539.4318452905,260.784,261.9416666667,41.6666666667,-0.8593462257,-0.7688483842,-1.1408807731,-0.9634804714,0.1404659016,256.66,264.07,273.869311828,276.2653548387,269.4233333333,272.4824301075,2087.7596774194,10,10,3346,0
-75681.2522277905,252.848,254.7866666667,41.6666666667,-3.2510903211,-4.150675097,-5.0356730038,-6.5197960835,-13.1800580687,224,265.71,272.5192473118,274.7627741935,266.0335698925,269.1200645161,2087.9607526882,10,10,4448,1
-51386.1796726905,245.152,248.5266666667,41.6666666667,-3.1328117888,-3.5420943919,-4.0336502411,-6.1207083124,0.9386414439,226.4,262.32,269.1052688172,272.0584946237,262.8177849462,266.0034408602,2086.8440860215,10,10,6288,1
-35573.8449284904,239.968,243.55,50,-2.0880111544,-2.0931572319,-2.8376982764,2.3334816197,3.7283217955,235.15,262,265.9559784946,269.3793548387,259.9983655914,263.5548602151,2082.7849462366,10,10,6653,0
-45870.1624317905,235.444,238.8883333333,41.6666666667,-1.849355801,-2.3468112267,1.264271054,1.4270858591,-0.8741500774,233.5,260.45,263.4842150538,266.7957204301,257.6326666667,261.0626666667,2075.4333333333,10,10,5910,0
-61726.4079819905,230.35,234.7033333333,41.6666666667,-2.0918797637,0.6801648126,0.5940059354,-0.9731519946,-1.0721539118,231,254.01,260.9949032258,264.2067311828,254.7947741935,258.5048602151,2068.3752688172,9,10,5054,0
-74568.8746731905,231.168,230.1066666667,33.3333333333,0.3606084157,0.2161001587,-0.954640387,-0.9948855417,-0.9176171717,228.35,254.63,258.4389247312,261.635483871,252.2536129032,255.9090107527,2061.5903225807,9,10,3707,0
-112091.95805689,227.728,227.5933333333,33.3333333333,-1.5764844951,-2.9026860677,-3.5788647312,-4.8322201409,-8.74682311,209.76,221.11,255.8100645161,258.8605806452,248.6510537634,252.2056774194,2048.5655913979,9,10,4234,1
-69783.9524273905,225.096,226.8366666667,41.6666666667,-1.1498624028,-1.2187904841,-1.2676693416,-1.4426954265,5.8614322571,222.38,222.01,252.1122795699,256.1598924731,244.5978924731,249.4891397849,2036.0811827957,9,10,7081,1
-45776.3572232905,223.558,225.2133333333,41.6666666667,-0.6697919585,-0.5692014702,-0.453062903,3.6938172006,1.526202144,225.8,226.4,249.3990322581,253.797827957,242.1335268817,247.1455268817,2028.2467741936,9,10,5583,0
-60142.6210582905,222.376,223.8133333333,41.6666666667,-0.5183477659,-0.4185304145,2.3575671507,0.6056345975,-0.314932949,225.09,231.77,247.0579784946,251.436516129,240.0318709677,244.9033978495,2023.9908602151,9,10,5467,1
-37242.4341137905,222.928,223.9216666667,50,0.2397214612,2.486357604,1.3613327196,1.2788980074,2.8727289637,231.76,223.01,244.8178494624,249.6758709677,237.8928387097,243.2327096774,2019.9779569893,9,10,4778,0
-52732.9933051905,227.092,224.1966666667,41.6666666667,1.8930215094,0.9009188224,0.6924910486,1.1962030474,-0.480322869,230.41,225.85,243.1562580645,247.9103655914,236.3094623656,241.6155698925,2016.2053763441,10,9,4110,0
-68219.3532497905,228.416,227.41,41.6666666667,0.5866874656,0.351808796,0.5740560443,-0.5752804154,-0.6702379619,229.04,207.73,241.5324946237,246.191483871,234.7453548387,240.0226666667,2012.6779569893,10,9,3647,1
-52415.8343946905,229.228,228.6566666667,41.6666666667,0.3564155245,0.5242526429,-0.2585727974,-0.1476977616,0.3748424386,230.25,198.12,239.9448172043,244.5767956989,233.2613763441,238.6042365591,2008.061827957,10,9,3810,0
-76341.0212410905,229.802,229.0166666667,33.3333333333,0.2533970548,-0.4014359224,-0.3751402735,-0.2275914294,-0.8300252974,227.97,219.77,238.5548817204,243.0224731183,232.0046451613,237.1714623656,2000.288172043,10,9,4987,1
-54870.2524121905,229.308,229.6983333333,41.6666666667,-0.2143978173,-0.1479165544,0.0261905815,-0.1481353471,0.5337546032,228.95,223.17,237.1252473118,241.5202580645,230.8453333333,235.9343010753,1994.9069892473,10,9,5410,0
-74609.8815122905,228.656,228.97,41.6666666667,-0.2848329125,-0.1884816502,-0.3762563465,-0.149371871,-0.8324983452,227.24,220.29,235.876172043,240.0841290323,229.8333763441,234.6847741935,1989.7709677419,10,9,5042,1
-53739.8653180905,228.96,228.9666666667,50,0.1323124603,0.0716799657,0.3722483867,0.2914952785,1.4154889023,230.72,226.67,234.627483871,238.8611612903,228.9264301075,233.7684086022,1983.3650537634,10,9,5077,1
-33636.8252271905,230.108,230.0666666667,58.3333333333,0.4933004767,0.8241319203,0.9209243593,1.7976357116,2.1797825209,235.39,225.04,233.7273333333,238.1307956989,228.3233548387,233.2886236559,1977.3290322581,11,10,4100,1
-7877.9333982905,232.572,231.8033333333,58.3333333333,1.0526947003,1.1824297246,1.8540724145,2.0733641707,1.9669458205,240.28,224.39,233.2368817204,237.9463010753,228.1956989247,233.2008387097,1971.8903225807,11,10,3091,0
-31029.9649602905,234.774,233.8416666667,50,0.9384511162,1.3811884815,1.3697550079,0.9647412514,-0.0374633176,240.07,226.17,233.1524301075,237.7564946237,228.3729247312,233.1918709677,1967.6209677419,11,10,3014,1
-7006.0858994905,238.16,236.3466666667,58.3333333333,1.4369154667,1.4422721078,1.1964353034,0.8111800449,1.6598234073,244.04,226,233.1397204301,237.8612258065,228.6967526882,233.4895698925,1965.37,11,10,4230,0
-30257.9514437905,239.726,238.1916666667,50,0.6680511016,0.2901182468,-0.2688242777,-0.3845047578,-2.4288329228,238.35,226.5,233.4307096774,237.8844731183,228.8741935484,233.4540215054,1961.8668817204,11,10,5012,1
-9563.0322923905,240.338,239.5483333333,58.3333333333,0.2580898633,-0.169124126,-0.2130110621,-1.1494282969,0.1299763291,238.57,226.33,233.3997849462,237.7904516129,228.9606451613,233.494344086,1959.1368817204,11,10,4984,1
4242.1445544095,240.282,240.2816666667,66.6666666667,-0.0233197328,-0.0197838366,-0.5796529179,0.3449370846,0.55989784,239.92,229.23,233.4384516129,237.7148172043,229.2855698925,233.6909892473,1957.3805376344,11,10,4881,0
-13206.9740450905,239.202,239.3666666667,58.3333333333,-0.4547755839,-0.9834253317,-0.5016228014,-0.8174223666,-2.1947425733,234.79,235.02,233.6342795699,237.6435268817,229.3821290323,233.6111397849,1955.8908602151,9,11,4902,0
-32862.0944850905,236.292,237.6116666667,58.3333333333,-1.2285711306,-0.9285056826,-1.2813330198,-2.2019484497,-2.2091543261,229.66,238.44,233.558516129,237.3799354839,229.217827957,233.264172043,1954.6597849462,9,11,3214,1
-16187.2378699905,234.564,235.195,58.3333333333,-0.7384507572,-0.9555575287,-1.4607093183,-1.0936926908,0.0217689445,229.84,239.98,233.2161935484,236.9782795699,228.8679354839,232.9972903226,1953.3034408602,9,11,3571,1
1111.3742981095,232.838,233.8083333333,66.6666666667,-0.7366041948,-1.0607297036,-0.6827254136,0.0804890426,0.1392091407,229.99,237.01,232.9627096774,236.538516129,228.7583870968,232.8193333333,1953.8997849462,9,11,5296,0
-17058.0879926905,230.506,232.0883333333,58.3333333333,-0.9960635419,-0.696393784,-0.19214027,-0.2990948772,-0.7373988952,228.34,234.78,232.7869032258,236.1195913979,228.4821935484,232.5884301075,1955.9256989247,9,11,5083,1
-2412.3516982905,229.982,230.7833333333,58.3333333333,-0.2244327132,0.2717476901,0.3550739386,0.4630063375,1.6634115702,232.2,237.5,232.5608172043,236.0525376344,228.5320860215,232.6651182796,1957.4913978495,9,11,4298,1
17046.5532476095,230.674,230.505,58.3333333333,0.299067762,0.3683924663,0.4447869082,1.0358798099,0.4083480496,233.24,233.02,232.6446666667,235.9940645161,228.8164086022,232.7872473118,1958.1468817204,9,11,5142,0
5815.7953232095,230.732,230.5616666667,58.3333333333,0.0252333026,-0.0032606569,0.2414520892,-0.4695276514,-1.3474033524,230,228,232.7779784946,235.901311828,229.0211182796,232.6947526882,1959.0231182796,9,9,5744,1
19216.9402760095,230.758,230.6366666667,58.3333333333,0.0112996809,0.1984743249,-0.2898380902,-0.6389311602,0.069541032,230.1,223.99,232.6875483871,235.6818924731,229.1609032258,232.6244946237,1960.0184946237,9,9,3605,0
5135.6331744095,230.32,229.99,58.3333333333,-0.1927450065,-0.6567841507,-1.0118282174,-0.84404065,-1.7576223319,226.15,226.5,232.6146451613,235.3731397849,229.0485806452,232.302688172,1960.5588172043,9,9,3625,1
24468.5127913095,229.97,230.3366666667,58.3333333333,-0.1513226268,-0.2912402959,0.0608140562,0.0564505683,1.8705234686,230.08,223,232.2942150538,235.1920215054,228.810688172,232.2667956989,1959.1174193548,9,9,5228,0
10882.4254261095,229.23,229.8783333333,50,-0.3199791519,-0.0631231018,-0.1073444797,0.7177944465,-0.4349345757,229.42,227,232.2377634409,234.9856774194,228.8935053763,232.1630967742,1957.5351612903,9,9,5894,1
35085.1617838095,230.002,230.0016666667,58.3333333333,0.3328667358,0.3986981617,1.1174716596,0.7409457551,1.9168260859,233.88,230.83,232.1350107527,235.0332903226,228.9901505376,232.303483871,1955.2007526882,9,9,37723,1
57640.6071841095,231.014,230.8716666667,66.6666666667,0.4349305436,0.9830687625,0.6872505271,1.2483430785,0.5798600711,235.14,229.89,232.2777204301,235.1764301075,229.2573978495,232.5069247312,1952.7996774194,9,9,5374,0
42531.1830756095,232.546,231.48,58.3333333333,0.666206476,0.3651272278,0.6318144957,-0.0106912995,-0.60124267,233.81,229,232.4769892473,235.2043870968,229.5255268817,232.5991397849,1950.4389247312,9,9,6852,0
25024.7336662095,232.944,232.5233333333,50,0.171986454,0.3237167115,-0.2073197467,-0.6009096555,-0.6005766411,232.4,225,232.5703655914,235.1493763441,229.6538064516,232.5822795699,1948.2287096774,9,9,3833,1
42591.5601015096,234.888,233.9766666667,58.3333333333,0.8298953928,0.5581627195,0.550930269,1.1270167384,2.854610118,239.14,223.12,232.5540215054,235.4243010753,229.7929032258,232.9979784946,1943.1217204301,9,9,4011,0
22714.1052221095,235.504,235.23,50,0.2616859763,0.1821424526,0.4432708268,0.9651945607,-0.9242209965,236.78,228,232.9711397849,235.7435698925,230.1405591398,233.2532473118,1938.4292473118,9,9,5004,0
1779.2587286096,235.7,235.62,41.6666666667,0.0831531468,0.254252101,0.539195015,-0.6185125364,-0.3128040763,235.87,228.89,233.2172258065,235.8983010753,230.4395053763,233.4436989247,1936.1943010753,9,9,5315,1
22120.2669206095,236.368,235.9416666667,50,0.283680652,0.5047449753,-0.2785434056,0.0442953898,0.401394856,238,232.56,233.3879569892,236.1160860215,230.7382795699,233.6818064516,1934.6055913979,9,9,5534,1
39028.3015934095,237.44,236.6016666667,50,0.456015331,-0.1436333657,0.1165625113,0.3312458051,0.2610967541,237.77,233,233.6840215054,236.2926451613,231.0173978495,233.9401505376,1934.7088172043,9,9,5036,1
56853.9192314095,237.402,237.6916666667,58.3333333333,-0.0158965893,0.2111845124,0.3858473754,0.378073635,0.495050516,239.06,231.16,233.9436774194,236.5029892473,231.3610322581,234.2561505376,1934.8206451613,9,9,4614,0
41838.8525125095,237.734,237.6016666667,50,0.1396313027,0.2527401475,0.203188578,0.17423449,-0.146581536,238.6,231.69,234.2675913979,236.6997849462,231.7687526882,234.5244731183,1934.9389247312,9,9,3698,1
62155.3561616095,238.662,238.2516666667,58.3333333333,0.3890781767,0.3859990068,0.4276330911,0.3939243786,0.9344302932,240.85,235.09,234.5364086022,236.9342580645,232.0541290323,234.9199354839,1937.0598924731,9,9,4017,1
88839.6036871095,240.546,239.98,58.3333333333,0.7790615301,0.9085527241,1.0463867935,1.6428709582,2.3513116232,246.79,234.67,234.9334408602,237.6344731183,232.5453763441,235.6738064516,1938.663655914,9,9,5511,0
65071.4067751095,241.632,240.9883333333,50,0.4516066046,0.4407456267,0.6365213476,0.4875668748,-1.3761778737,243.47,235.01,235.7019569892,238.2912688172,233.2063010753,236.1967311828,1941.3851612903,9,9,8137,0
51087.6547186095,242.422,241.8433333333,50,0.3279102197,0.4465331586,0.2839007804,-0.749804641,-0.1234314084,243.29,235,236.2422795699,238.7514193548,233.8434408602,236.693827957,1945.2447311828,9,9,6589,1
65187.5702570095,243.598,242.765,58.3333333333,0.4868999263,0.3750173345,-0.2837474283,0.2624677943,0.648366997,244.49,236.3,236.7636774194,239.2270107527,234.4825591398,237.2956774194,1949.0811827957,9,9,5447,1
82500.7126104095,244.572,243.95,58.3333333333,0.4003833229,-0.0873487522,0.3422609549,0.5751071366,0.5018472761,245.71,237.62,237.3641075269,239.796516129,235.1647956989,237.9636989247,1952.7783870968,8,9,5342,1
101641.06802121,244.868,245.1516666667,66.6666666667,0.1196881984,0.4936547164,0.6993500913,0.7248416384,0.9478360007,248.05,236.1,238.0300430108,240.4892903226,235.9280645161,238.7675268817,1956.3508602151,8,9,4348,0
90969.3642571095,245.39,245.025,66.6666666667,0.2134945939,0.2977260945,0.1808457936,0.0203450524,-0.907145896,245.81,239.52,238.8315913979,241.1638709677,236.7071827957,239.4095268817,1960.0475268817,8,9,4528,1
116870.96710481,246.756,246.1133333333,66.6666666667,0.5546099647,0.5311707066,0.5409451834,0.3374997747,1.5821454455,249.97,242.3,239.4711397849,241.9763655914,237.3192258065,240.2807311828,1962.5382795699,8,9,5524.3235712372,1
143813.83810111,248.354,247.7083333333,66.6666666667,0.6431784759,0.6785112759,0.5887363676,1.3366774994,1.0912095534,252.47,242.06,240.3553763441,243.0821935484,238.2374623656,241.2855483871,1964.3112903226,8,9,5425,1
165851.46611161,250.11,249.3766666667,66.6666666667,0.702191275,0.6407800935,1.1567554234,0.9440604123,0.7969112712,254.49,242.16,241.3572258065,244.175311828,239.2484516129,242.3717419355,1968.2778494624,8,9,6907,1
200668.20720541,253.118,252.2733333333,75,1.1773168043,1.6984324794,1.737194824,2.0601874593,3.3234636474,263.09,243,242.4407311828,245.8914623656,240.4269677419,243.960172043,1972.5793548387,8,9,5234,1
225996.35618271,257.97,255.9433333333,75,1.8824460974,1.9575212603,2.2462918293,2.9709821084,2.6185005694,270.04,244.53,244.0263870968,247.9162150538,241.9981935484,245.9241935484,1976.8222580645,9,8,4864,0
215993.22951081,260.234,258.4833333333,66.6666666667,0.8866325123,0.835488252,0.8483472456,-0.3892109553,-3.3969224799,260.99,245.01,245.9856989247,249.7411827957,243.4451182796,247.2247741935,1980.9839784946,9,8,3813,1
232697.92832421,262.472,260.805,75,0.8673592911,0.8849712961,0.0721405123,-1.2010395163,0.9948434473,264.28,242.82,247.2797634409,251.154172043,244.8176989247,248.6336774194,1985.1555913979,9,8,4080,1
261665.36957691,265.702,263.8333333333,83.3333333333,1.2305596397,0.7073336378,0.0702779939,1.8038782308,2.6129130143,270.3,248.06,248.7264086022,252.9455483871,246.3097849462,250.420516129,1988.7521505376,9,8,5891,0
241268.59156381,266.662,266.0666666667,75,0.3616053906,-0.2026184041,0.8621496212,0.7958027082,-1.021307598,267.9,250.3,250.4877204301,254.6314408602,247.8152688172,251.9428817204,1991.4661290323,9,8,5643,1
271435.01700631,267.69,268.0866666667,75,0.3770651591,1.3205620688,1.4291349426,0.8372459068,2.6957994115,275.21,253.69,252.0077419355,256.7000430108,249.4555913979,253.8477419355,1996.9532258065,9,8,5485,1
293007.28547681,271.2,269.5083333333,75,1.3013020298,1.3779166754,0.9662512291,1.9600306426,1.2242618737,278.6,260.8,253.9095913979,258.6749247312,251.3923225806,255.8749892473,2003.0188172043,9,8,5857,1
313593.620494309,275.036,273.14,83.3333333333,1.4044194481,1.1022960566,1.8101639414,1.3673462064,1.510430539,283.03,260,255.9330967742,260.7909032258,253.5383870968,258.0700215054,2008.7887096774,9,9,5543,1
343597.20705081,277.7,276.5233333333,83.3333333333,0.960877174,1.456423367,1.0432980188,0.9528160913,0.3952016435,283.96,259.82,258.1366451613,263.5768172043,255.8351397849,260.2319784946,2014.2419354839,9,9,4040,1
364863.68004621,281.502,279.2333333333,83.3333333333,1.3711454899,1.0399820095,0.9785553881,0.7126178126,1.0300339816,286.9,262.67,260.2944946237,265.6550967742,257.8348172043,262.4787956989,2019.1376344086,9,9,4684,1
398865.82869801,285.568,283.8416666667,83.3333333333,1.4253949773,1.4756782532,1.464094158,1.9985404152,2.9670468488,295.8,264,262.5370322581,268.4623655914,260.1801935484,265.1688602151,2023.6129032258,9,9,6619,1
430128.99970481,290.982,288.9183333333,83.3333333333,1.8545805462,1.940618048,2.4557568494,3.1686182833,3.3701897179,305.67,267.39,265.2395913979,271.6761075269,262.9395698925,268.3767096774,2029.3327956989,9,9,6457,1
462387.30713091,297.378,294.955,83.3333333333,2.1423936038,2.5791915939,3.0955774646,3.1598427726,2.9494958272,314.95,273.46,268.4425806452,275.459311828,266.0350537634,272.0318064516,2034.4989247312,9,9,6764,1
501751.33533821,306.316,302.59,91.6666666667,2.9231994308,3.3964907931,3.5396387745,3.6243633028,4.2992307783,328.28,278.22,272.1012043011,280.0047956989,269.7485806452,276.4116774194,2038.6198924731,9,9,6715,0
472986.15697561,310.972,306.96,83.3333333333,1.5603810229,1.2087145664,0.4882228492,-0.7424136398,-5.7840580578,310.9,282.2,276.4517204301,284.3843010753,272.614516129,279.4011182796,2042.3860215054,10,9,6597,1
487267.70287781,317.02,313.44,83.3333333333,1.9483623091,1.5929054569,1.1407086668,-0.438552389,4.9069532798,325.78,279.25,279.4822150538,288.2480430108,275.3355483871,283.2399569892,2045.814516129,10,9,4267,1
532414.20526761,328.138,324.3933333333,91.6666666667,3.341836641,3.4399218444,3.1534855332,7.6222573287,10.3375613775,361.73,286.15,283.3159354839,294.4436344086,279.0064516129,289.1785591398,2050.3650537634,10,9,4633,1
609626.98698831,345.986,340.7916666667,91.6666666667,4.9912466972,5.1642506769,8.8136869218,10.7670537428,11.1965461081,404.55,294.4,289.2797419355,303.700172043,285.1038064516,297.6154193548,2055.0715053764,10,9,6612,1
715586.24612931,361.856,356.3216666667,91.6666666667,4.3254763939,6.8528600068,7.5014955825,6.083462685,0.9703792619,407.99,301.7,297.7423225806,317.8085591398,291.4345376344,305.9506451613,2058.9016129032,10,9,7553,0
655411.53264081,376.92,365.7966666667,83.3333333333,4.3477683774,4.2079721518,2.1647757433,-2.3511094391,-5.6725981401,387.77,313.5,306.0699569892,327.9224301075,297.2400860215,312.4747741935,2062.4252688172,10,9,9344,0
608458.99478901,386.658,376.5116666667,75,2.7857877202,0.8978443059,-2.5350562949,-4.2877740732,-2.9029500064,374.41,302.99,312.7336344086,334.2423225806,302.0603655914,317.988516129,2065.6629032258,10,9,9942,1
634807.58996151,391.112,386.1366666667,75,1.196398478,-1.3036384295,-2.0616443266,-0.2561674199,2.3906151666,383.62,303.01,318.2321935484,339.9933548387,307.7910537634,323.8044731183,2068.6715053764,12,10,7078,0
607362.57087461,384.83,388.035,66.6666666667,-1.6184748092,-2.2656883269,-1.1300517225,-0.2436025806,-2.8778203278,372.86,320,324.0433548387,345.2743655914,312.9288172043,328.6160645161,2071.4924731183,12,10,4845,1
633297.54367801,378.81,383.675,66.6666666667,-1.532751281,-0.4977895662,0.3039305805,-0.7394117125,1.3989969028,378.02,360.4,328.8585376344,350.0050107527,317.436,333.4907311828,2072.7892473118,12,10,5619,0
584406.94658311,369.07,371.8083333333,58.3333333333,-2.7010382127,-2.6505602643,-4.3309520746,-5.057517948,-11.5140327987,335.02,368.11,333.7305591398,354.0886451613,319.3091182796,335.4295053763,2074.2677419355,12,10,8258,0
532896.63852141,356.158,359.21,50,-3.7845952039,-5.3283977965,-6.1452569527,-9.9173838804,-8.3207349621,309.95,364.37,335.5438494624,355.3038064516,319.100516129,335.4425806452,2075.0139784946,12,10,7570,1
