btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_5,ntran_value_30,trfee_value_2,hrate_2,hrate_7,class_y0
651271.33139414,852.296,845.1466666667,75,0.3441919776,-0.1615993619,-3.1477370793,-5.5022205184,4.7819113538,823.94,790.2,57069.5655913979,15.37383323,13185.9483205,10294.911523,1
676573.57559574,851.49,847.7066666667,83.3333333333,-0.0974874175,-2.3210627195,-3.6151602256,2.470435857,0.1589603601,825.5,826.07,57049.4731182796,14.28866784,13891.0792468,11493.6340976,1
689419.73611584,841.012,851.6766666667,83.3333333333,-1.1926542122,-1.8811252149,2.7539505103,1.7399700886,3.320979817,851.63,876,56945.3784946237,12.95045939,12762.8697648,10435.9377082,1
705550.65262884,836.482,850.275,83.3333333333,-0.4989712655,3.3228740158,2.8365282364,4.1753121746,5.0296445322,895,785,56848.111827957,12.83831463,14243.6447099,12692.3566722,0
693361.47714984,848.292,837.7433333333,83.3333333333,1.4505603353,0.6177225807,0.7706433209,-0.5045249272,-6.0386943866,844.04,765,56296.0774193548,12.47216717,14596.210173,12480.8173943,0
673995.08555664,848.202,844.0766666667,75,-0.0109326129,-0.0534058561,-1.1782010805,-4.2821238868,-2.525553387,823.99,779.78,56118.1483870968,11.56181557,13397.4875984,13185.9483205,0
664265.54164247,846.448,842.8333333333,66.6666666667,-0.2138066987,-1.0975033276,-3.1398859475,-1.690481728,-0.855410069,815.99,799.41,55995.6860215054,12.27931661,18058.6488747,13891.0792468,1
676533.31613887,844.154,845.5633333333,66.6666666667,-0.2708823697,-1.5960140951,-0.1151206646,1.0900956966,3.0356014621,841.14,849.51,56175.7956989247,12.63627999,13699.6646636,12762.8697648,0
668317.86447538,827.716,839.195,58.3333333333,-1.9229406523,-0.8940022188,-0.3501518294,-0.0975227095,-3.2306468812,814.4,826.46,56181.0623655914,19.48537647,15211.9653082,14243.6447099,0
651202.92493788,818.346,822.63,50,-1.1421229242,-0.7962653085,-0.7765503883,-2.6826263135,-2.1346057458,796.97,783.11,56268.3634408602,13.32827534,17791.7722903,14596.210173,1
656689.76645873,815.746,816.955,50,-0.3184390602,-0.184196308,-1.2574622314,-0.2708699065,1.5928659328,810,800,56076.2,14.93833901,13610.7058021,13397.4875984,1
665107.77450375,820.962,820.1333333333,58.3333333333,0.6292209238,0.0276257893,1.1137166794,2.737877892,3.8828898512,841.5,805.18,55655.0989247312,12.86943728,14500.2944166,18058.6488747,0
658139.61779898,817.938,821.805,50,-0.3627825661,0.3541835127,1.1837799321,0.9792369318,-1.9244159876,826.02,810.01,55896.5806451613,12.06898253,16368.4305071,13699.6646636,0
650470.01842877,820.036,819.0966666667,41.6666666667,0.2559679663,0.8536113943,0.6071932148,-1.0306551034,-0.1368942191,824.88,765,56958.2365591398,13.5138866,16279.4716457,15211.9653082,0
642160.92435383,824.436,819.8966666667,33.3333333333,0.5444533189,0.2823501655,-0.9178297298,-0.4145366009,-0.6921789826,819.2,796,57643.8322580645,16.50972485,15300.9241697,17791.7722903,0
634765.91486177,824.836,822.3633333333,25,0.0493218499,-0.9090701504,-0.570621538,-0.7874851975,-0.8827914124,810.95,791.01,58115.976344086,13.93433582,16902.1836758,13610.7058021,0
618990.71232397,812.422,817.3633333333,25,-1.5313845299,-1.4331266655,-1.8652041476,-2.4517167301,-4.0206420478,780,815,58855.4860215054,16.03678895,15834.6773384,14500.2944166,1
627696.27633737,808.578,811.485,33.3333333333,-0.4708636045,-0.5543559508,-0.5084149402,-0.3212267041,3.3781886396,806.81,814,58763.864516129,16.99280777,21375.1267539,16368.4305071,1
637400.41359924,806.55,809.6066666667,41.6666666667,-0.2473745279,-0.1361734142,0.1126992519,2.1793699017,0.9805511638,814.67,801,58416.2731182796,12.38973921,16903.7992187,16279.4716457,0
612206.17697264,793.1,797.45,33.3333333333,-1.7131684382,-1.9207626946,-1.2208029102,-3.5202986851,-8.021148534,750.95,801.1,58664.423655914,11.32315585,17449.0830644,15300.9241697,1
632248.99310954,788.3,792.25,41.6666666667,-0.6000450061,0.2551042544,-0.7859238741,-1.669161393,4.682825748,785.51,767.02,59203.4580645161,12.91506741,17558.1398336,16902.1836758,1
639293.51467197,791.142,789.285,50,0.3610798044,-0.3931974044,-0.8511135938,2.7339038764,0.7849820047,794.21,773.4,59454.9956989247,13.82708352,18103.4236794,15834.6773384,1
652419.06282787,789.78,792.6166666667,50,-0.1695315698,-0.4570522532,2.0643131737,0.7550568866,0.7251317685,799.99,795.01,59639.2322580645,13.74047422,17230.9695261,21375.1267539,1
660147.22288428,787.43,791.9833333333,50,-0.2905320754,1.6421220392,0.6285541363,0.5503402021,0.3755486357,803,725,59874.7870967742,13.37773716,17449.0830644,16903.7992187,1
668443.28705175,799.686,791.73,58.3333333333,1.5668827998,0.7878970627,0.7888687488,0.8207372389,1.2659258421,813.23,740.01,59733.3677419355,14.04752687,20066.4455241,17449.0830644,1
672518.969513159,805.084,802.2366666667,66.6666666667,0.6735550674,0.6456983331,0.6192205212,0.741056464,0.216187086,814.94,781.99,59158.3655913979,12.87806484,21484.1835231,17558.1398336,0
667587.13596288,807.942,805.6533333333,66.6666666667,0.3566553822,0.2645362857,0.227532169,-0.2916646675,-0.799516421,806.99,770.7,59160.6774193548,9.97459141,19412.1049092,18103.4236794,0
659995.13279814,808.542,807.1166666667,66.6666666667,0.0748606596,-0.0003113344,-0.4223903933,-0.7416791329,-0.6838418448,802,791,59598.2731182796,12.40954994,21157.0132156,17230.9695261,0
651515.63046253,804.408,804.1733333333,66.6666666667,-0.5215613506,-0.9684331488,-1.3633065604,-1.6452016301,-2.6065614154,780.01,802.59,60152.3182795699,13.62165633,18430.5939868,17449.0830644,0
630863.02371383,794.56,797.6716666667,58.3333333333,-1.2491854458,-1.6155285788,-1.8875326314,-2.4893780247,-2.372194634,764,810.23,60819.7290322581,13.8823951,22283.1334911,20066.4455241,0
564500.76587203,772.564,779.635,50,-2.8992771224,-3.4242172977,-4.337675782,-5.2032329653,-8.0342712967,705.01,800.5,61609.4516129032,14.96859202,21761.8906024,21484.1835231,0
550999.65051103,746.962,757.2183333333,50,-3.4473510422,-4.1382283416,-4.6487839836,-5.7870786585,-3.5398860202,680.49,796.83,61876.559139785,15.60584661,21501.2691581,19412.1049092,1
566061.583218229,723.838,737.03,50,-3.1093907963,-3.2350981416,-3.5227326441,-1.2669633179,1.0059593845,688,775,61822.6903225806,12.34375821,22804.3763798,21157.0132156,1
637922.120170429,704.934,717.8333333333,50,-2.5752801883,-2.6260515768,-0.8233116702,0.5349755048,0.0639916251,688.34,752,62301.2989247312,11.06004141,19676.9190477,18430.5939868,0
597859.68281813,687.156,699.9616666667,41.6666666667,-2.4738774406,-1.0837789765,-0.2650766286,-0.9005946352,-1.8651808955,677,619,62449.4602150538,13.307136,19937.540492,22283.1334911,0
582347.895559929,676.552,681.295,33.3333333333,-1.5636552545,-1.069597563,-1.7614498789,-2.6741706308,-3.4831603662,650.04,662.01,62564.1290322581,11.97222271,21761.8906024,21761.8906024,0
554202.08194353,661.276,664.4783333333,25,-2.381136527,-3.2279105048,-4.3252112148,-5.5552263745,-7.6272923827,609.4,666.21,62924.9075268817,15.9470347,21761.8906024,21501.2691581,1
622580.227339829,657.602,662.5633333333,25,-0.5417732125,-0.6932144219,-0.3025589307,1.2877417871,10.202775957,670.34,530,63891.8172043011,14.00026739,23455.9299906,22804.3763798,0
601817.587245429,651.206,657.3066666667,25,-0.9522205597,-0.7239804757,0.1957461544,4.107265423,-1.988245111,655.83,631,64013.8709677419,17.1625273,24889.3479345,19676.9190477,0
575420.016326229,640.386,646.1716666667,25,-1.6705949223,-1.2174535613,0.9191593792,-3.7226489097,-5.4570527085,621,631.58,63649.5268817204,13.74692375,23455.9299906,19937.540492,1
595322.455648029,636.72,639.265,33.3333333333,-0.570333828,1.1939058107,-1.8090509047,-1.7194538016,2.0181451053,633.66,601.54,63310.1978494624,11.12655289,25149.9693788,21761.8906024,0
580488.515713129,641.438,635.2166666667,33.3333333333,0.7661208953,-1.5930428701,-1.4613087898,0.5365631695,-0.9450187663,627.7,538.01,63686.1182795699,12.38282042,25824.939771,21761.8906024,0
569360.03733863,632.24,638.3666666667,33.3333333333,-1.4244298021,-1.2834759749,0.1077162697,-0.8474981482,-0.74997753,623.01,628.88,63893.0731182796,24.33053354,25980.5116973,23455.9299906,0
534393.33883733,613.446,620.51,33.3333333333,-3.0929780096,-2.5019593348,-4.0086608149,-5.5404818392,-10.3309861483,561.86,590.01,64426.7333333333,13.63818549,29714.2379293,24889.3479345,1
564006.27595193,605.516,608.0966666667,33.3333333333,-1.3195619364,-2.1539886968,-2.5569786736,-3.4604792454,3.4100276574,581.35,610,65079.2430107527,14.92340459,26602.7994026,23455.9299906,1
582082.36697313,600.96,606.41,33.3333333333,-0.732239849,-0.6790451197,-0.6554009829,4.1823915999,4.9547555423,610.77,609.99,64824.623655914,14.69796906,26136.0836236,25149.9693788,0
561214.21206833,597.438,602.4816666667,33.3333333333,-0.5691171611,-0.5239020689,2.7451259576,2.4126751077,-0.129405327,609.9,617,64509.9311827957,12.56877924,25513.7959183,25824.939771,0
509373.39989123,579.934,587.1133333333,33.3333333333,-3.0276070889,-1.2017623241,-2.7390256512,-6.585916248,-13.0424271691,535.49,560.9,64851.5419354839,11.78154841,28314.0905923,25980.5116973,0
393611.41326923,574.562,572.445,33.3333333333,-0.9797192329,-2.0771559555,-4.4211264547,-6.5669870186,-0.0915468681,534.34,530.01,66165.4430107527,13.98013914,28314.0905923,29714.2379293,1
442722.31543353,575.34,576.3416666667,33.3333333333,0.1333806879,-1.0719630257,-1.3861489253,4.4419901966,8.9755272614,585.24,562.15,66604.7548387097,18.46032012,26447.2274763,26602.7994026,0
425674.24492893,569.764,576.6166666667,33.3333333333,-0.9342670837,-1.1354825229,2.8334990258,4.2960219727,-0.3834833159,584.7,599.78,67015.7204301075,14.8421543,28158.5186659,26136.0836236,0
403039.91994153,558.124,566.785,33.3333333333,-2.0051547242,0.754163387,1.0360668054,-2.9336634227,-5.4838435294,551.8,514.02,67427.911827957,13.92144316,28314.0905923,25513.7959183,1
417343.86158423,564.522,559.6833333333,33.3333333333,1.1604658173,1.4734689887,-1.0272171022,-1.3490839953,2.7856755387,567.46,400,67282.4860215054,15.28626504,35659.9638678,28314.0905923,0
410906.46306282,570.77,564.8083333333,33.3333333333,1.135025394,-0.8251000728,-0.9723056584,1.283463277,-0.2187489847,565.38,530,66855.9096774194,14.89760883,28072.7375129,28314.0905923,1
475821.28343292,589.26,588.59,41.6666666667,2.9333587346,3.7625692473,6.8447068395,8.8742224899,17.9671939644,677.69,571.22,67307.7677419355,11.10023303,28262.4181718,26447.2274763,0
447789.96642952,607.26,603.2166666667,41.6666666667,2.8711628659,4.9599144647,5.6846607734,8.6363656524,-0.6944626597,673.27,541,68585.8301075269,14.75881128,26934.6535597,28158.5186659,0
435070.35224752,630.88,617.715,33.3333333333,3.8782807169,4.1514320114,5.6081590101,-0.5713584671,-0.4482542744,669,535,69030.223655914,18.22862564,26365.6115831,28314.0905923,0
424665.65485412,651.298,637.3283333333,25,3.3086041772,4.1904424677,-0.4018080312,-0.255480717,-0.0627071596,669.57,553,69276.6666666667,14.70329167,30538.5860783,35659.9638678,0
403216.22864822,664.608,648.2133333333,25,2.222411939,-1.7137835674,-2.0535572032,-2.8562086677,-5.6497101757,632.79,562.02,69377.7182795699,14.8778672,30728.2667371,28072.7375129,0
393517.20733553,653.07,657.1733333333,25,-1.779409564,-2.0506462901,-2.584776962,-3.8458118633,-2.0419135508,620.02,633.64,69569.5075268817,13.19699401,31676.6700315,28262.4181718,1
402638.68208298,646.47,650.8916666667,33.3333333333,-1.0055430658,-1.1448652637,-1.5055846317,0.5664781403,3.1748698315,638.4,651.9,69130.7634408602,12.98291657,33194.1153025,26934.6535597,0
389288.36045688,638.35,643.6233333333,25,-1.2502338109,-1.5471154737,-0.1795839064,0.7515809159,-1.6717079997,628.02,650,69069.4193548387,12.0606882,31107.6280549,26365.6115831,1
398454.98054204,630.856,637.3083333333,33.3333333333,-1.1517621165,-0.0272751017,0.644271048,-0.6210283438,0.4296513122,631.72,613.45,69602.2322580645,14.43470377,31297.3087138,30538.5860783,1
411196.34181494,631.288,631.5383333333,41.6666666667,0.0681528418,0.5956694399,-0.264064024,0.4397579639,0.4498646157,634.95,604.5,70094.5892473118,15.4523833,31866.3506904,30728.2667371,1
417924.49451066,635.49,632.9083333333,41.6666666667,0.6665115877,0.0394220267,0.6097987022,0.6998723972,0.9498801788,641.02,613.03,70526.1139784946,17.27911595,31866.3506904,31676.6700315,0
409247.65967552,633.574,634.645,41.6666666667,-0.3016382485,0.0408791893,-0.0887115183,-0.3579995853,-1.6658793494,630.99,609,70503.6301075269,14.85979519,35706.2319141,33194.1153025,1
411449.87768999,635.144,634.185,41.6666666667,0.247905087,0.2024685307,0.120003169,-0.2949353359,1.0760086776,637.58,614.17,70285.3612903226,14.00794115,29367.8475506,31107.6280549,0
408153.37015628,635.722,635.1183333333,41.6666666667,0.0912328252,0.0015748776,-0.3145268895,0.3611493404,-0.3537099968,634.99,628.8,69606.7698924731,11.78133769,36973.9087867,31297.3087138,0
398988.28219542,632.954,633.2866666667,41.6666666667,-0.4407611146,-0.788421438,-0.4959354675,-1.2819075401,-2.2101050835,622.97,632,69367.1892473118,10.38601922,33382.1576475,31866.3506904,0
384080.48454882,627.152,629.4616666667,41.6666666667,-0.9262554982,-0.7413495354,-1.3471356064,-1.8438484112,-1.477591739,613.84,625.29,68670.5978494624,14.51477994,37607.7472231,31866.3506904,0
377000.56738811,623.308,624.4933333333,41.6666666667,-0.6192405215,-1.0430528213,-1.2728337628,-0.8041981025,-0.130804466,610.01,625.32,68587.0043010753,10.60617286,30635.5244233,35706.2319141,0
366093.90210811,613.456,617.42,41.6666666667,-1.6090683398,-1.9229079256,-1.8271755396,-2.0019674399,-3.8731304138,585.6,629.02,68784.3569892473,12.4119528,32748.3192111,29367.8475506,0
343675.72926521,600.458,606.2133333333,33.3333333333,-2.1594577982,-2.1467959768,-2.3698640561,-3.4893938512,-3.1056572886,569.99,619.46,69093.8301075269,13.68047528,35283.6729565,36973.9087867,0
330061.43103091,589.298,594.6,33.3333333333,-1.8826789331,-1.9839507316,-2.6016661535,-1.9659340234,-0.8262107582,564.31,591.13,69074.5075268817,15.05458024,38241.5856594,33382.1576475,0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,605.11,68265.9741935484,14.60447433,37185.1882655,37607.7472231,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,578.66,68174.6258064516,14.39001698,43312.2931502,30635.5244233,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,556,68395.8989247312,12.36959646,42044.6162775,32748.3192111,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,541,68420.4795698925,14.41318613,37582.750873,35283.6729565,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,556.74,68509.3376344086,15.58162914,39324.9976022,38241.5856594,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,547,68511.1290322581,13.74833968,41565.0291112,37185.1882655,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,568.86,67601.5053763441,12.76760033,45547.3073494,43312.2931502,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,565,66752.135483871,9.91116708,42560.5986707,42044.6162775,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,466.1,66438.711827957,10.75046791,37084.9660932,37582.750873,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,468.3,66228.7892473118,11.95022358,41813.9215011,39324.9976022,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,486.97,66139.9311827957,12.54864889,44551.7377898,41565.0291112,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,436,66098.1892473118,13.09056906,46045.0921292,45547.3073494,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,438,65985.9182795699,13.42152449,51769.6170966,42560.5986707,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,452.04,65507.1096774194,13.60614942,50027.3703674,37084.9660932,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,430,64269.9978494624,12.15739669,54454.1688771,41813.9215011,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,416.11,64033.064516129,9.16831339,43198.2792209,44551.7377898,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,430.77,64323.3720430108,13.90620728,44415.1321567,46045.0921292,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,441.25,64219.0516129032,15.09697226,47457.2644962,51769.6170966,0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,450.2,64429.5440860215,13.2776719,44110.9189228,50027.3703674,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,446,64513.1806451613,21.30299867,53237.3159413,54454.1688771,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,446.24,63650.8709677419,14.57004853,45327.7718586,43198.2792209,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,438.08,62678.5376344086,9.91757697,48674.117432,44415.1321567,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,357.57,62709.7419354839,9.30580111,60538.4335561,47457.2644962,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,339.79,63425.0258064516,14.39419263,55366.8085789,44110.9189228,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,413.72,63687.5096774194,16.40310745,59321.5806203,53237.3159413,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,397.16,63865.7677419355,15.0145845,45327.7718586,45327.7718586,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,408,63339.3139784946,15.27722248,60364.1060676,48674.117432,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,453.16,62841.6107526882,12.11666488,54119.543371,60538.4335561,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,494.02,61906.7075268817,13.3065243,56547.9844197,55366.8085789,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,481.63,61577.3892473118,10.78653306,58976.4254684,59321.5806203,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,470,62261.2064516129,11.60986595,61404.8665171,45327.7718586,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,472.81,62835.7333333333,15.41285036,53425.7030714,60364.1060676,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,493,63110.464516129,14.28109385,60711.0262174,54119.543371,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,490,64065.1849462366,14.18530262,50997.2620227,56547.9844197,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,485.2,63737.8172043011,14.40370555,56894.9045695,58976.4254684,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,484.61,62918.3053763441,10.52495082,61751.7866669,61404.8665171,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,480,62945.2086021505,11.27509025,57935.6650189,53425.7030714,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,438.05,63040.2688172043,12.34031962,57588.7448691,60711.0262174,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,451.07,63099.4709677419,12.17060621,54813.3836706,50997.2620227,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,429.95,62960.9075268817,12.53470401,58067.9246281,56894.9045695,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,424,62797.6387096774,12.01720682,66817.8858734,61751.7866669,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,432.02,62371.3268817204,11.50948836,67613.3368957,57935.6650189,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,433.08,61655.4451612903,11.0080935,57272.4736058,57588.7448691,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,447.97,61756.3096774194,9.99820449,60454.277695,54813.3836706,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,444.51,62707.2107526882,12.36926791,49715.6888939,58067.9246281,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,431,63187.9182795699,15.21115475,73976.9450741,66817.8858734,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,429.55,63519.9548387097,13.38035393,64829.2583176,67613.3368957,1
305993.66960822,438.214,438.185,50,0.6438039728,1.0940675261,1.845128975,1.3862851067,3.2989531809,452.78,425,63810.5032258065,13.58134445,62045.1797396,57272.4736058,1
310124.0575112,442.692,441.0766666667,50,1.0083293334,1.5501908719,1.1459822586,1.9821648717,0.6653765625,457.7,420.27,63584.1591397849,15.8661507,66022.4348511,60454.277695,0
301260.37176679,445.09,442.2433333333,41.6666666667,0.5525633423,0,0.1754609892,-1.3862851067,-3.4379467759,437.67,425.67,62853.3182795699,10.8683326,70397.4154738,49715.6888939,1
305842.81321528,445.59,444.6583333333,41.6666666667,0.1133147507,0.2732391803,-0.7353321533,-1.4356865111,0.5665737536,442.48,437.61,63342.1505376344,9.32474235,66022.4348511,73976.9450741,0
299873.14154134,445.876,444.5116666667,33.3333333333,0.0652365401,-0.7431926201,-1.212715681,-0.1001001335,-0.7667740206,439.12,437.71,63831.1612903226,12.74240695,69096.5967636,64829.2583176,1
306272.12979091,444.602,445.8966666667,41.6666666667,-0.2836295405,-0.5208810663,0.4514741703,0.3939243786,1.5546227778,444.07,449.79,64233.1139784946,13.05030601,74817.9710179,62045.1797396,0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,429.6,64798.9376344086,12.04391208,66015.8567805,66022.4348511,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,431.56,65119.7741935484,12.75536468,73057.5481704,70397.4154738,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,430.61,64580.4580645161,12.02164864,80099.2395604,66022.4348511,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,438.36,63749.0021505376,9.7917159,80539.3452722,69096.5967636,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,444.02,63556.576344086,8.92569908,67776.279628,74817.9710179,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,444.5,63948.7462365591,10.7224626,77898.711001,66015.8567805,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,445.01,64398.7268817204,12.69875738,78778.9224247,73057.5481704,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,444.52,64814.3440860215,13.27575617,78338.8167129,80099.2395604,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,441.44,65464.9634408602,12.71659841,73497.6538823,80539.3452722,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,447.14,65049.2258064516,12.99220611,69536.7024755,67776.279628,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,487.11,64381.8172043011,12.10475911,87319.120099,77898.711001,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,492.65,64531.8709677419,9.57210433,78483.2567557,78778.9224247,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,518.55,64746.423655914,11.91589205,87838.8767663,78338.8167129,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,515.4,65269.4967741935,12.33282353,67048.610076,73497.6538823,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,527.09,65356.223655914,13.24677566,91996.9301043,69536.7024755,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,565.58,65504.0838709677,12.39205713,68088.1234105,87319.120099,1
