btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_high_5,btc_low_5,btc_close_5,btc_vol_5,hrate_30,class_y0
651271.33139414,852.296,845.1466666667,75,0.3441919776,-0.1615993619,-3.1477370793,-5.5022205184,4.7819113538,823.94,830,790.2,828.79,10990.1429476,10777.5495534898,1
676573.57559574,851.49,847.7066666667,83.3333333333,-0.0974874175,-2.3210627195,-3.6151602256,2.470435857,0.1589603601,825.5,948,826.07,905,24075.9495964,10956.9476094947,1
689419.73611584,841.012,851.6766666667,83.3333333333,-1.1926542122,-1.8811252149,2.7539505103,1.7399700886,3.320979817,851.63,995,876,919.24,25886.9063913,11223.9508401502,1
705550.65262884,836.482,850.275,83.3333333333,-0.4989712655,3.3228740158,2.8365282364,4.1753121746,5.0296445322,895,943,785,785,34063.521208,11498.4115096378,0
693361.47714984,848.292,837.7433333333,83.3333333333,1.4505603353,0.6177225807,0.7706433209,-0.5045249272,-6.0386943866,844.04,849.79,765,823.45,26315.7585295,11680.2651627666,0
673995.08555664,848.202,844.0766666667,75,-0.0109326129,-0.0534058561,-1.1782010805,-4.2821238868,-2.525553387,823.99,848,779.78,824.76,25302.2442016,12150.1467201852,0
664265.54164247,846.448,842.8333333333,66.6666666667,-0.2138066987,-1.0975033276,-3.1398859475,-1.690481728,-0.855410069,815.99,861.4,799.41,852.61,12846.1605201,12319.3889185722,1
676533.31613887,844.154,845.5633333333,66.6666666667,-0.2708823697,-1.5960140951,-0.1151206646,1.0900956966,3.0356014621,841.14,909.96,849.51,896.59,16130.916513,12574.0221532474,0
668317.86447538,827.716,839.195,58.3333333333,-1.9229406523,-0.8940022188,-0.3501518294,-0.0975227095,-3.2306468812,814.4,905,826.46,844.05,12189.175479,12981.122133834,0
651202.92493788,818.346,822.63,50,-1.1421229242,-0.7962653085,-0.7765503883,-2.6826263135,-2.1346057458,796.97,844.05,783.11,823,19366.3915932,13099.3439278031,1
656689.76645873,815.746,816.955,50,-0.3184390602,-0.184196308,-1.2574622314,-0.2708699065,1.5928659328,810,837,800,815.99,9729.54391417,13266.0804950061,1
665107.77450375,820.962,820.1333333333,58.3333333333,0.6292209238,0.0276257893,1.1137166794,2.737877892,3.8828898512,841.5,850.26,805.18,841.14,12267.7744964,13543.1334738587,0
658139.61779898,817.938,821.805,50,-0.3627825661,0.3541835127,1.1837799321,0.9792369318,-1.9244159876,826.02,849,810.01,814.4,8215.45166349,13798.86169065,0
650470.01842877,820.036,819.0966666667,41.6666666667,0.2559679663,0.8536113943,0.6071932148,-1.0306551034,-0.1368942191,824.88,821,765,797.2,17114.9395375,13977.0261607259,0
642160.92435383,824.436,819.8966666667,33.3333333333,0.5444533189,0.2823501655,-0.9178297298,-0.4145366009,-0.6921789826,819.2,817.12,796,810,5486.84152085,14246.5491829474,0
634765.91486177,824.836,822.3633333333,25,0.0493218499,-0.9090701504,-0.570621538,-0.7874851975,-0.8827914124,810.95,842.07,791.01,842.07,8418.00804502,14430.9250306817,0
618990.71232397,812.422,817.3633333333,25,-1.5313845299,-1.4331266655,-1.8652041476,-2.4517167301,-4.0206420478,780,845,815,826.02,6968.15670477,14959.6528587622,1
627696.27633737,808.578,811.485,33.3333333333,-0.4708636045,-0.5543559508,-0.5084149402,-0.3212267041,3.3781886396,806.81,834.5,814,824.89,7669.59937021,15175.6540997184,1
637400.41359924,806.55,809.6066666667,41.6666666667,-0.2473745279,-0.1361734142,0.1126992519,2.1793699017,0.9805511638,814.67,824.99,801,819.2,8309.09407494,15413.0805751316,0
612206.17697264,793.1,797.45,33.3333333333,-1.7131684382,-1.9207626946,-1.2208029102,-3.5202986851,-8.021148534,750.95,823.28,801.1,812,7395.00949206,15642.1109684803,1
632248.99310954,788.3,792.25,41.6666666667,-0.6000450061,0.2551042544,-0.7859238741,-1.669161393,4.682825748,785.51,811.74,767.02,780,15775.2025378,15889.265734418,1
639293.51467197,791.142,789.285,50,0.3610798044,-0.3931974044,-0.8511135938,2.7339038764,0.7849820047,794.21,817,773.4,806.8,8705.5640134,16060.1378192564,1
652419.06282787,789.78,792.6166666667,50,-0.1695315698,-0.4570522532,2.0643131737,0.7550568866,0.7251317685,799.99,834,795.01,814.75,9704.13726187,16232.5174624815,1
660147.22288428,787.43,791.9833333333,50,-0.2905320754,1.6421220392,0.6285541363,0.5503402021,0.3755486357,803,823,725,751.95,25194.2366266,16557.5697261202,1
668443.28705175,799.686,791.73,58.3333333333,1.5668827998,0.7878970627,0.7888687488,0.8207372389,1.2659258421,813.23,812.93,740.01,788,20042.8161369,16956.1843478998,1
672518.969513159,805.084,802.2366666667,66.6666666667,0.6735550674,0.6456983331,0.6192205212,0.741056464,0.216187086,814.94,804.95,781.99,794.21,7044.52156243,17197.0535279222,0
667587.13596288,807.942,805.6533333333,66.6666666667,0.3566553822,0.2645362857,0.227532169,-0.2916646675,-0.799516421,806.99,812.44,770.7,799.99,13125.5481559,17533.4684679024,0
659995.13279814,808.542,807.1166666667,66.6666666667,0.0748606596,-0.0003113344,-0.4223903933,-0.7416791329,-0.6838418448,802,809.98,791,803,7728.16005641,17670.9293167613,0
651515.63046253,804.408,804.1733333333,66.6666666667,-0.5215613506,-0.9684331488,-1.3633065604,-1.6452016301,-2.6065614154,780.01,827.38,802.59,813.23,8296.06416747,18044.6008060813,0
630863.02371383,794.56,797.6716666667,58.3333333333,-1.2491854458,-1.6155285788,-1.8875326314,-2.4893780247,-2.372194634,764,825.21,810.23,814.99,4075.68246141,18363.5634722662,0
564500.76587203,772.564,779.635,50,-2.8992771224,-3.4242172977,-4.337675782,-5.2032329653,-8.0342712967,705.01,815,800.5,808.5,4931.83355028,18647.2689650944,0
550999.65051103,746.962,757.2183333333,50,-3.4473510422,-4.1382283416,-4.6487839836,-5.7870786585,-3.5398860202,680.49,812.98,796.83,802.99,7592.00316474,18998.6798917714,1
566061.583218229,723.838,737.03,50,-3.1093907963,-3.2350981416,-3.5227326441,-1.2669633179,1.0059593845,688,810,775,782.33,8479.50233561,19126.724739786,1
637922.120170429,704.934,717.8333333333,50,-2.5752801883,-2.6260515768,-0.8233116702,0.5349755048,0.0639916251,688.34,803,752,763.99,20652.6067487,19259.8994135882,0
597859.68281813,687.156,699.9616666667,41.6666666667,-2.4738774406,-1.0837789765,-0.2650766286,-0.9005946352,-1.8651808955,677,766.45,619,705.01,66362.2578418,19499.2873626441,0
582347.895559929,676.552,681.295,33.3333333333,-1.5636552545,-1.069597563,-1.7614498789,-2.6741706308,-3.4831603662,650.04,723,662.01,680.49,13501.115361,19720.6873482505,0
554202.08194353,661.276,664.4783333333,25,-2.381136527,-3.2279105048,-4.3252112148,-5.5552263745,-7.6272923827,609.4,755.42,666.21,687.37,15061.9327072,20043.4162369071,1
622580.227339829,657.602,662.5633333333,25,-0.5417732125,-0.6932144219,-0.3025589307,1.2877417871,10.202775957,670.34,713,530,687.81,71860.5369522,20437.6424868325,0
601817.587245429,651.206,657.3066666667,25,-0.9522205597,-0.7239804757,0.1957461544,4.107265423,-1.988245111,655.83,720,631,675.1,40062.4373523,20718.5785841916,0
575420.016326229,640.386,646.1716666667,25,-1.6705949223,-1.2174535613,0.9191593792,-3.7226489097,-5.4570527085,621,685.19,631.58,651.99,15511.7872582,21096.6265610039,1
595322.455648029,636.72,639.265,33.3333333333,-0.570333828,1.1939058107,-1.8090509047,-1.7194538016,2.0181451053,633.66,660,601.54,604.11,28145.8136164,21493.4053941372,0
580488.515713129,641.438,635.2166666667,33.3333333333,0.7661208953,-1.5930428701,-1.4613087898,0.5365631695,-0.9450187663,627.7,712.9,538.01,669,68378.1453963,21875.8670497105,0
569360.03733863,632.24,638.3666666667,33.3333333333,-1.4244298021,-1.2834759749,0.1077162697,-0.8474981482,-0.74997753,623.01,673.17,628.88,655.83,20762.6400944,22478.5431262942,0
534393.33883733,613.446,620.51,33.3333333333,-3.0929780096,-2.5019593348,-4.0086608149,-5.5404818392,-10.3309861483,561.86,670,590.01,621,26397.5709192,22851.589262911,1
564006.27595193,605.516,608.0966666667,33.3333333333,-1.3195619364,-2.1539886968,-2.5569786736,-3.4604792454,3.4100276574,581.35,664.99,610,633.66,19902.4393218,23170.2195960806,1
582082.36697313,600.96,606.41,33.3333333333,-0.732239849,-0.6790451197,-0.6554009829,4.1823915999,4.9547555423,610.77,650,609.99,627.7,14833.9399349,23428.8444860099,0
561214.21206833,597.438,602.4816666667,33.3333333333,-0.5691171611,-0.5239020689,2.7451259576,2.4126751077,-0.129405327,609.9,636,617,623.01,11128.4783745,23847.3182396813,0
509373.39989123,579.934,587.1133333333,33.3333333333,-3.0276070889,-1.2017623241,-2.7390256512,-6.585916248,-13.0424271691,535.49,631,560.9,561.86,34966.6985013,24250.8694904744,0
393611.41326923,574.562,572.445,33.3333333333,-0.9797192329,-2.0771559555,-4.4211264547,-6.5669870186,-0.0915468681,534.34,589,530.01,581.35,29612.9371146,24509.4396985716,1
442722.31543353,575.34,576.3416666667,33.3333333333,0.1333806879,-1.0719630257,-1.3861489253,4.4419901966,8.9755272614,585.24,619.88,562.15,610.88,18076.0910212,24859.0649416712,0
425674.24492893,569.764,576.6166666667,33.3333333333,-0.9342670837,-1.1354825229,2.8334990258,4.2960219727,-0.3834833159,584.7,646,599.78,610.09,20868.1549048,25195.9305696303,0
403039.91994153,558.124,566.785,33.3333333333,-2.0051547242,0.754163387,1.0360668054,-2.9336634227,-5.4838435294,551.8,629,514.02,535.49,51840.8121771,25984.7650822176,1
417343.86158423,564.522,559.6833333333,33.3333333333,1.1604658173,1.4734689887,-1.0272171022,-1.3490839953,2.7856755387,567.46,545.8,400,535,115761.986622,26244.4688743991,0
410906.46306282,570.77,564.8083333333,33.3333333333,1.135025394,-0.8251000728,-0.9723056584,1.283463277,-0.2187489847,565.38,610,530,585.24,49110.9021643,26493.5635597387,1
475821.28343292,589.26,588.59,41.6666666667,2.9333587346,3.7625692473,6.8447068395,8.8742224899,17.9671939644,677.69,599.99,571.22,583,17048.0705046,26639.3702644101,0
447789.96642952,607.26,603.2166666667,41.6666666667,2.8711628659,4.9599144647,5.6846607734,8.6363656524,-0.6944626597,673.27,591.39,541,551.89,22634.3249874,26736.7431425555,0
435070.35224752,630.88,617.715,33.3333333333,3.8782807169,4.1514320114,5.6081590101,-0.5713584671,-0.4482542744,669,576,535,567.48,14303.9416427,27088.3864038882,0
424665.65485412,651.298,637.3283333333,25,3.3086041772,4.1904424677,-0.4018080312,-0.255480717,-0.0627071596,669.57,570.99,553,566.24,6437.39852141,27432.0917015677,0
403216.22864822,664.608,648.2133333333,25,2.222411939,-1.7137835674,-2.0535572032,-2.8562086677,-5.6497101757,632.79,710,562.02,677.69,64914.8203701,27810.5377004983,0
393517.20733553,653.07,657.1733333333,25,-1.779409564,-2.0506462901,-2.584776962,-3.8458118633,-2.0419135508,620.02,702.24,633.64,673,28031.3170034,28266.6822404817,1
402638.68208298,646.47,650.8916666667,33.3333333333,-1.0055430658,-1.1448652637,-1.5055846317,0.5664781403,3.1748698315,638.4,679.97,651.9,669.99,12719.614182,28563.6292705123,0
389288.36045688,638.35,643.6233333333,25,-1.2502338109,-1.5471154737,-0.1795839064,0.7515809159,-1.6717079997,628.02,675.71,650,669.57,10404.6973934,28852.1549260701,1
398454.98054204,630.856,637.3083333333,33.3333333333,-1.1517621165,-0.0272751017,0.644271048,-0.6210283438,0.4296513122,631.72,670,613.45,632.79,21449.4262059,29159.1285966043,1
411196.34181494,631.288,631.5383333333,41.6666666667,0.0681528418,0.5956694399,-0.264064024,0.4397579639,0.4498646157,634.95,639.79,604.5,620,9699.02131269,29439.8884356488,1
417924.49451066,635.49,632.9083333333,41.6666666667,0.6665115877,0.0394220267,0.6097987022,0.6998723972,0.9498801788,641.02,653,613.03,640,9121.47474745,29942.7291919247,0
409247.65967552,633.574,634.645,41.6666666667,-0.3016382485,0.0408791893,-0.0887115183,-0.3579995853,-1.6658793494,630.99,646.59,609,629.39,13350.3216261,30006.6540939712,1
411449.87768999,635.144,634.185,41.6666666667,0.247905087,0.2024685307,0.120003169,-0.2949353359,1.0760086776,637.58,644.44,614.17,632.1,9166.62008516,30544.9357274903,0
408153.37015628,635.722,635.1183333333,41.6666666667,0.0912328252,0.0015748776,-0.3145268895,0.3611493404,-0.3537099968,634.99,656.95,628.8,634.95,12741.3612729,30822.4205589189,0
398988.28219542,632.954,633.2866666667,41.6666666667,-0.4407611146,-0.788421438,-0.4959354675,-1.2819075401,-2.2101050835,622.97,650,632,641.01,6728.15269572,31354.2599657346,0
384080.48454882,627.152,629.4616666667,41.6666666667,-0.9262554982,-0.7413495354,-1.3471356064,-1.8438484112,-1.477591739,613.84,645,625.29,630.42,8676.83483514,31405.844531203,0
377000.56738811,623.308,624.4933333333,41.6666666667,-0.6192405215,-1.0430528213,-1.2728337628,-0.8041981025,-0.130804466,610.01,639.88,625.32,637.24,2202.21801447,31581.941545251,0
366093.90210811,613.456,617.42,41.6666666667,-1.6090683398,-1.9229079256,-1.8271755396,-2.0019674399,-3.8731304138,585.6,639.39,629.02,634.99,3296.50753371,31906.7207806363,0
343675.72926521,600.458,606.2133333333,33.3333333333,-2.1594577982,-2.1467959768,-2.3698640561,-3.4893938512,-3.1056572886,569.99,634.99,619.46,621.11,9165.08796086,32402.3262952213,0
330061.43103091,589.298,594.6,33.3333333333,-1.8826789331,-1.9839507316,-2.6016661535,-1.9659340234,-0.8262107582,564.31,624.17,591.13,612,14907.7976466,32811.4387570168,0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,623.95,605.11,611.2,7079.91716071,33593.0904826361,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,611.3,578.66,587.98,10906.66528,34256.0185185617,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,607.88,556,570,22418.1728429,34595.5341190159,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,571.99,541,565.31,13614.2982343,35027.520131503,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,569.48,556.74,561,6098.75124042,35580.3449359473,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,592.6,547,585.99,13674.0599421,36357.5795156843,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,587.48,568.86,583.77,8107.38220171,36904.7279684439,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,592,565,581.49,10310.3625638,37067.9721515187,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,581.59,466.1,475,49205.9563238,37533.2457109626,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,532,468.3,502.01,34960.0555779,38145.6016460469,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,508,486.97,491.99,7446.55826452,38819.2722275054,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,492,436,460,31437.0454349,39821.1692830553,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,486.7,438,454.83,20986.6509599,40656.0310538965,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,509.98,452.04,478.98,22904.8078601,41734.5813645269,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,494.98,430,439,34478.6660523,42035.9218002626,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,465,416.11,451.03,26944.9773051,42390.9912228469,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,459.5,430.77,452.2,15699.31017,42918.1960289383,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,464.8,441.25,464.8,6467.31793588,43194.3470637537,0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,465,450.2,456.27,5283.84837762,44031.7417552273,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,464.19,446,447.11,7419.24793683,44312.8842150194,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,459.8,446.24,453.57,5844.4224734,44780.9706447766,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,457.3,438.08,441.69,8006.6040704,45986.6088986308,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,442.46,357.57,363.12,49713.8444535,46791.5604098581,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,432.22,339.79,423,42124.7457744,47812.1038811925,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,439.5,413.72,423.42,10809.0520644,47874.0372754865,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,427.75,397.16,416.3,11017.8849047,48889.4545442632,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,475,408,458.5,33640.6748564,49438.0643667125,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,528.75,453.16,521,32622.0773148,50097.3881833577,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,548,494.02,530,30710.4701173,50867.6559139765,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,533.8,481.63,500.09,20052.7019981,51750.006207288,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,506.97,470,483.11,11142.839766,52065.4864325938,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,507.43,472.81,503.8,10268.7329478,52829.2382373809,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,516.53,493,500,5798.58019722,52926.1527609187,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,515,490,496.74,8377.05680943,53374.7119409174,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,504.9,485.2,490,8521.46548043,54098.8336068402,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,495.2,484.61,492,5696.00906268,54533.3414942776,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,505,480,502.2,7952.77348869,54918.8258071699,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,503.99,438.05,466.52,33416.9630082,55092.9359648935,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,470.96,451.07,459,8812.12009945,55438.8908777733,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,461.97,429.95,430,9312.34600754,56314.4045739477,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,452.16,424,442.9,18282.9859723,57193.3535014886,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,454.47,432.02,448,13844.6350641,57358.7666366348,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,453.99,433.08,448.85,10757.3648218,57717.6233549355,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,465.88,447.97,460.97,9556.03788617,57361.2444359015,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,462.99,444.51,454.5,8269.89141728,58580.2981306078,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,454.5,431,439,7431.62647961,59142.9878069308,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,442.83,429.55,438.04,5154.40779439,59482.158163897,1
305993.66960822,438.214,438.185,50,0.6438039728,1.0940675261,1.845128975,1.3862851067,3.2989531809,452.78,445,425,433,8188.08279477,60046.5537640925,1
310124.0575112,442.692,441.0766666667,50,1.0083293334,1.5501908719,1.1459822586,1.9821648717,0.6653765625,457.7,434,420.27,428.01,8041.19841525,60846.0846390249,0
301260.37176679,445.09,442.2433333333,41.6666666667,0.5525633423,0,0.1754609892,-1.3862851067,-3.4379467759,437.67,452,425.67,440,13248.3490229,61326.4552597348,1
305842.81321528,445.59,444.6583333333,41.6666666667,0.1133147507,0.2732391803,-0.7353321533,-1.4356865111,0.5665737536,442.48,450.08,437.61,437.69,6326.64918367,61960.6542554609,0
299873.14154134,445.876,444.5116666667,33.3333333333,0.0652365401,-0.7431926201,-1.212715681,-0.1001001335,-0.7667740206,439.12,457.08,437.71,452.37,8282.11115483,62920.0548604286,1
306272.12979091,444.602,445.8966666667,41.6666666667,-0.2836295405,-0.5208810663,0.4514741703,0.3939243786,1.5546227778,444.07,459.24,449.79,455.39,4130.38790298,63280.868444786,0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,458.2,429.6,440,8863.68574441,64073.0835205314,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,443.77,431.56,442.5,4582.44144849,65290.0615514378,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,442.75,430.61,439.12,5969.67167394,66460.6561493383,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,449.96,438.36,446,6398.98824957,66764.4395460976,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,452.67,444.02,446,5496.48180562,67691.9137061538,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,452.41,444.5,447.31,3667.08110965,68630.2601589619,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,451.48,445.01,449.06,2295.07351646,69497.62667992,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,451.43,444.52,446.91,2498.74305537,70016.2430178376,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,450,441.44,448.34,4723.48939284,70236.1486180888,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,500,447.14,489,28210.0850664,71584.3270193011,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,499.1,487.11,493.98,7111.8995869,72284.3381982009,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,530,492.65,529.99,17439.0349253,73541.51120104,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,547.1,518.55,523.77,19619.5622459,73401.2754064417,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,529.06,515.4,528.44,5528.52161577,74851.0109146217,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,586.34,527.09,573.9,19782.5951763,74684.2466678572,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,593.48,565.58,581.88,11633.7198859,75561.9806164176,1
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,595,550.22,572.7,19805.2577858,76013.5379793251,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,582.26,563.45,580.66,8980.55145796,77344.2733485284,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,582.1,560.05,572.37,8110.31804184,78620.3353703271,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,629.4,568.56,621,22502.9435354,80121.2798229344,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,628.5,611,627.8,9696.70747452,81374.431854391,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,683.26,618.53,630.99,24149.979458,81255.7077957658,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,678,613.03,661.22,20087.2757229,81852.0409188288,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,680.99,649.61,670.14,13572.8090881,82590.3054419959,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,673.61,621.86,640.59,17375.5680521,83156.5931648918,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,669.63,639.69,661.48,10724.8128158,83148.4771381071,0
