btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_high_5,btc_low_5,btc_close_5,btc_vol_5,hrate_30,class_y0
26340.2221335295,276.386,275.0733333333,58.3333333333,1.6526401547,2.3466915046,2.4922530201,4.0553113669,2.2224292589,291.65,271.69,264.01,265.51,13755.6299759,363332.032286806,1
48837.6898403295,285.394,282.08,58.3333333333,3.133848285,3.4398086167,4.7976993801,4.2524523328,6.2824754067,310.55,273.24,263.01,270.63,16042.2682899,362753.354159209,0
19061.7107684295,289.804,286.6083333333,58.3333333333,1.5665457536,2.1166481104,0.8594663222,0.1779848539,-5.9265056989,292.54,271.98,265.92,268.92,13906.6444512,363259.715746026,0
8700.6311850295,293.53,289.4283333333,58.3333333333,1.3396564112,0.2025221453,-0.4707802259,-3.8474080423,-1.7683103856,287.49,294.71,268.63,285.23,29151.3133528,362795.319831165,0
-1097.7438907005,293.618,292.22,50,0.0308285225,-0.5170716616,-2.7835873511,-1.2121281771,-0.6559459687,285.67,298.05,283.88,291.64,11693.2243539,364799.348390639,0
-22201.0854771005,290.868,290.9966666667,41.6666666667,-0.9658962601,-2.7779891768,-1.7284836694,-1.7085703113,-2.7611946539,277.74,317.99,291.65,310.55,22497.4677068,363810.80372391,1
-10724.0300525005,284.644,288.9616666667,41.6666666667,-2.1118621001,-1.1582012004,-0.954831472,-1.1042742236,0.5526462067,279.15,310.73,281,292.68,29775.9790719,364043.539423856,0
-20086.1078705405,281.466,283.335,41.6666666667,-1.1164153219,-0.9534415559,-1.0526067517,-0.1983128005,-0.9492718078,276.74,297.13,286.02,287.55,10361.0795834,366865.26913094,0
-25375.1486906105,279.05,280.4666666667,41.6666666667,-0.8583605684,-0.9089642183,-0.2915540731,-0.713654213,-0.4780366182,275.08,293.7,284.29,285.67,9798.37507573,366846.721023183,1
-16556.6200560505,277.708,279.035,41.6666666667,-0.4753779221,0.0960762608,-0.0561137211,0.3904653222,1.2589672626,278.95,292.4,274.92,277.89,21103.3415864,367066.444907878,0
-25557.1749701105,277.482,277.55,41.6666666667,-0.0814929461,-0.2400277343,-0.0036130431,0.2335987444,-0.7917697737,276.49,280.73,272.31,279.43,11477.0554246,366556.509595873,1
-17238.7119133805,277.132,277.515,41.6666666667,-0.1256488489,0.0802568908,0.2663547271,-0.2299515407,0.3318666923,277.5,283,276.73,276.79,9362.07781804,367076.893575452,0
-23678.3248466405,277.096,277.045,33.3333333333,-0.0130104811,0.1032460531,-0.28199435,-0.0271066382,-0.3860799686,276.61,278.1,275.01,275.47,5289.04082007,367908.456286155,1
-7824.2282885405,279.804,279.0816666667,33.3333333333,0.959651197,0.8848221806,1.4436861653,1.9995959018,4.3852717723,289,279.35,274.62,278.96,8818.52863456,371798.447233783,0
-15370.1137254705,281.768,281.3,33.3333333333,0.6919350035,1.0628611978,1.306526033,2.1528290338,-0.0796137047,288.97,281.07,276.28,276.76,9000.55491406,373705.934245434,1
-10071.6472182805,285.054,283.6716666667,41.6666666667,1.1534031678,1.3587872866,1.9404097051,0.7179786714,1.5155710476,292.85,277.97,275,277.68,8318.46305673,373093.373997284,1
4579.0856522195,288.376,286.5933333333,50,1.1619260835,1.5489275965,0.603479538,0.9450261593,0.374481271,294.03,278.55,275.79,276.61,6439.61293326,375346.049824437,0
-4219.9574245305,291.856,289.315,50,1.22010417,0.4288122694,0.5982875941,0.1396458673,-0.0951895363,294.01,290.53,275.9,289.01,15854.0965581,375232.832109991,0
-14456.1199465305,292.024,291.5216666667,41.6666666667,0.0580451639,0.0924598811,-0.3819105078,-0.7601063972,-1.425023258,289.85,292,286.5,288.78,7545.88543693,376280.558244284,0
-22564.7411381605,291.87,291.355,41.6666666667,-0.0533990158,-0.4456415316,-0.7190157991,-1.0309289305,-0.636834603,288.29,294,287.41,293.19,5298.46650719,375207.143846602,0
-30467.5086754105,290.098,290.6133333333,41.6666666667,-0.6137065519,-0.8607535076,-1.115941498,-0.961400618,-1.285966633,284.69,297.44,286.43,294.29,14650.7328705,374458.616385482,0
-37571.5752948305,287.278,288.4466666667,33.3333333333,-0.9819546251,-1.2036458973,-1.1298534438,-1.3763628642,-1.4667590953,280.19,297,292.19,294.01,8799.04307675,377890.598209667,1
-33041.3979810905,284.94,286.4516666667,41.6666666667,-0.81145202,-0.6580592105,-0.6651340796,-0.3547178029,0.7573234895,282.53,294.57,287.27,289.85,10236.162522,379971.764507129,0
-39352.0053465905,283.056,284.1883333333,33.3333333333,-0.6607881667,-0.6667765576,-0.4603798658,0.042809749,-0.6717039915,280.43,290.08,284.53,288.01,8108.62119163,380354.436844151,1
-33145.8870028705,282.454,283.38,41.6666666667,-0.2101204297,0.0588411211,0.5673745265,0.4724000451,1.6165040817,284.91,289,281.8,284.33,7902.76753725,380231.17132,0
-39695.4332666605,281.814,282.2333333333,33.3333333333,-0.2263667924,0.0837312833,-0.1407994521,0.1246528176,-1.3671984465,281.13,285.16,276.66,280.19,7104.06661942,377050.98416632,0
-46819.2457900605,281.272,281.0916666667,33.3333333333,-0.1943817191,-0.4323080212,-0.3525093645,-1.3370160876,-1.3068337287,277.48,282.9,276.57,282.32,4530.17731374,376411.704215146,1
-38154.4367408505,280.734,280.9983333333,33.3333333333,-0.1914775725,-0.0714209678,-0.6340626509,-0.2674947531,0.7718442224,279.94,285.8,279.52,280.43,6310.6073655,376106.951268327,0
-48424.3051979505,277.086,277.6433333333,25,-1.3450941535,-2.0854937123,-2.3249254676,-2.833971337,-6.4397868964,262.19,285.88,280.43,285,6206.11834372,378549.099103574,1
-39553.7256195105,273.096,275.08,33.3333333333,-1.4514138567,-1.4724677093,-1.5276790361,-2.6774406654,1.0849055657,265.05,285.86,280.63,281.13,6549.54626379,377117.235486611,0
-49251.1453835605,269.736,271.635,33.3333333333,-1.2323774651,-1.2137633993,-1.8756326065,0.4064445385,-0.2720164887,264.11,281.65,276.6,277.48,7123.8125234,382509.260562723,1
-40857.0296336605,268.47,269.9716666667,41.6666666667,-0.4615337046,-0.7698781864,1.1200913837,1.1376842927,2.547385074,271.15,280.43,274.19,279.63,8664.80904921,386667.064964938,0
-50377.3442146805,266.09,268.3466666667,41.6666666667,-0.869765815,0.5227394554,0.335350752,0.6390343723,-1.2693163294,267.53,279.97,260.41,262.19,10269.8684571,382851.607524123,0
-61088.3184140805,266.548,265.8216666667,41.6666666667,0.1739240459,-0.053821334,0.0189103842,-1.2453269607,-1.221337592,264.74,268.95,261.01,265.05,8870.57957844,383529.303092284,1
-53075.7153606805,266.618,266.3566666667,41.6666666667,0.0263926893,0.1009949838,-0.7144683796,-0.4370444047,0.3472487825,265.57,266.79,261.6,264.33,9697.41976405,381591.320100733,0
-58561.3458820705,266.044,265.7583333333,41.6666666667,-0.2183402883,-0.9097716288,-0.7899233953,-0.5742162969,-1.4956813764,261.46,271.5,264.07,271.15,8394.1157499,379739.285794191,0
-68194.6216501105,263.036,264.3883333333,33.3333333333,-1.1413026719,-1.1092992576,-1.0719531461,-1.7815541104,-2.0674268443,256.11,271.16,265.71,267.73,9520.31458102,380072.102877084,1
-59539.4318452905,260.784,261.9416666667,41.6666666667,-0.8593462257,-0.7688483842,-1.1408807731,-0.9634804714,0.1404659016,256.66,267.88,262.32,264.48,10710.9741994,380363.026487372,0
-75681.2522277905,252.848,254.7866666667,41.6666666667,-3.2510903211,-4.150675097,-5.0356730038,-6.5197960835,-13.1800580687,224,266.99,262,265.4,8012.6030534,380192.377518047,1
-51386.1796726905,245.152,248.5266666667,41.6666666667,-3.1328117888,-3.5420943919,-4.0336502411,-6.1207083124,0.9386414439,226.4,266.5,260.45,261.46,5485.63052139,380160.290670671,1
-35573.8449284904,239.968,243.55,50,-2.0880111544,-2.0931572319,-2.8376982764,2.3334816197,3.7283217955,235.15,262.2,254.01,256.11,9633.27576804,381280.678857402,0
-45870.1624317905,235.444,238.8883333333,41.6666666667,-1.849355801,-2.3468112267,1.264271054,1.4270858591,-0.8741500774,233.5,259.12,254.63,256.47,8655.18980482,382816.206705228,0
-61726.4079819905,230.35,234.7033333333,41.6666666667,-2.0918797637,0.6801648126,0.5940059354,-0.9731519946,-1.0721539118,231,256.99,221.11,224.8,16141.8203825,384112.136933282,0
-74568.8746731905,231.168,230.1066666667,33.3333333333,0.3606084157,0.2161001587,-0.954640387,-0.9948855417,-0.9176171717,228.35,237.66,222.01,226.92,24295.0725551,385948.921749794,0
-112091.95805689,227.728,227.5933333333,33.3333333333,-1.5764844951,-2.9026860677,-3.5788647312,-4.8322201409,-8.74682311,209.76,236.66,226.4,235.54,15812.3347442,385031.477812523,1
-69783.9524273905,225.096,226.8366666667,41.6666666667,-1.1498624028,-1.2187904841,-1.2676693416,-1.4426954265,5.8614322571,222.38,236.66,231.77,233.49,10296.3175033,387654.623827927,1
-45776.3572232905,223.558,225.2133333333,41.6666666667,-0.6697919585,-0.5692014702,-0.453062903,3.6938172006,1.526202144,225.8,235.2,223.01,231,15856.2455502,386832.242635639,0
-60142.6210582905,222.376,223.8133333333,41.6666666667,-0.5183477659,-0.4185304145,2.3575671507,0.6056345975,-0.314932949,225.09,234.03,225.85,228.89,12842.4666912,389033.807031437,1
-37242.4341137905,222.928,223.9216666667,50,0.2397214612,2.486357604,1.3613327196,1.2788980074,2.8727289637,231.76,228.99,207.73,209.72,37523.0833837,390085.893402004,0
-52732.9933051905,227.092,224.1966666667,41.6666666667,1.8930215094,0.9009188224,0.6924910486,1.1962030474,-0.480322869,230.41,228.04,198.12,222.38,42308.0056295,391106.467684662,0
-68219.3532497905,228.416,227.41,41.6666666667,0.5866874656,0.351808796,0.5740560443,-0.5752804154,-0.6702379619,229.04,231.09,219.77,225.8,24007.5952041,394812.580209292,1
-52415.8343946905,229.228,228.6566666667,41.6666666667,0.3564155245,0.5242526429,-0.2585727974,-0.1476977616,0.3748424386,230.25,228.89,223.17,225.09,14366.263835,394684.337937989,0
-76341.0212410905,229.802,229.0166666667,33.3333333333,0.2533970548,-0.4014359224,-0.3751402735,-0.2275914294,-0.8300252974,227.97,235.93,220.29,231.65,22900.1869445,397247.524145054,1
-54870.2524121905,229.308,229.6983333333,41.6666666667,-0.2143978173,-0.1479165544,0.0261905815,-0.1481353471,0.5337546032,228.95,233.9,226.67,230.54,15490.5591914,398547.85540408,0
-74609.8815122905,228.656,228.97,41.6666666667,-0.2848329125,-0.1884816502,-0.3762563465,-0.149371871,-0.8324983452,227.24,232.75,225.04,229,15486.3599446,400136.110770727,1
-53739.8653180905,228.96,228.9666666667,50,0.1323124603,0.0716799657,0.3722483867,0.2914952785,1.4154889023,230.72,232.49,224.39,229.86,15803.5188551,401113.887475697,1
-33636.8252271905,230.108,230.0666666667,58.3333333333,0.4933004767,0.8241319203,0.9209243593,1.7976357116,2.1797825209,235.39,231.67,226.17,227.96,23925.1868464,403410.713549342,1
-7877.9333982905,232.572,231.8033333333,58.3333333333,1.0526947003,1.1824297246,1.8540724145,2.0733641707,1.9669458205,240.28,230.77,226,229.18,21470.7688289,405381.768519357,0
-31029.9649602905,234.774,233.8416666667,50,0.9384511162,1.3811884815,1.3697550079,0.9647412514,-0.0374633176,240.07,229.96,226.5,227.28,19739.6291001,408688.346007574,1
-7006.0858994905,238.16,236.3466666667,58.3333333333,1.4369154667,1.4422721078,1.1964353034,0.8111800449,1.6598234073,244.04,231.4,226.33,230.52,20870.0161942,407709.880263931,0
-30257.9514437905,239.726,238.1916666667,50,0.6680511016,0.2901182468,-0.2688242777,-0.3845047578,-2.4288329228,238.35,237.22,229.23,235.6,20103.0400909,407211.885859712,1
-9563.0322923905,240.338,239.5483333333,58.3333333333,0.2580898633,-0.169124126,-0.2130110621,-1.1494282969,0.1299763291,238.57,244.2,235.02,240.28,25758.8918289,407218.778693858,1
4242.1445544095,240.282,240.2816666667,66.6666666667,-0.0233197328,-0.0197838366,-0.5796529179,0.3449370846,0.55989784,239.92,242.91,238.44,240.19,23152.031562,412433.989622439,0
-13206.9740450905,239.202,239.3666666667,58.3333333333,-0.4547755839,-0.9834253317,-0.5016228014,-0.8174223666,-2.1947425733,234.79,246.24,239.98,244.21,24023.8790608,418043.799157824,0
-32862.0944850905,236.292,237.6116666667,58.3333333333,-1.2285711306,-0.9285056826,-1.2813330198,-2.2019484497,-2.2091543261,229.66,244.22,237.01,238.35,23251.8655443,416680.873560329,1
-16187.2378699905,234.564,235.195,58.3333333333,-0.7384507572,-0.9555575287,-1.4607093183,-1.0936926908,0.0217689445,229.84,241.65,234.78,238.66,20694.9191514,415975.45517003,1
1111.3742981095,232.838,233.8083333333,66.6666666667,-0.7366041948,-1.0607297036,-0.6827254136,0.0804890426,0.1392091407,229.99,240.94,237.5,240,13805.1768468,418643.233250822,0
-17058.0879926905,230.506,232.0883333333,58.3333333333,-0.9960635419,-0.696393784,-0.19214027,-0.2990948772,-0.7373988952,228.34,240,233.02,234.79,17449.1185995,421901.711361224,1
-2412.3516982905,229.982,230.7833333333,58.3333333333,-0.2244327132,0.2717476901,0.3550739386,0.4630063375,1.6634115702,232.2,236.09,228,229.66,19655.12044,422438.479278037,1
17046.5532476095,230.674,230.505,58.3333333333,0.299067762,0.3683924663,0.4447869082,1.0358798099,0.4083480496,233.24,232.92,223.99,229.71,16674.8566151,421417.899500041,0
5815.7953232095,230.732,230.5616666667,58.3333333333,0.0252333026,-0.0032606569,0.2414520892,-0.4695276514,-1.3474033524,230,231.21,226.5,230.03,17298.6121681,422001.765507028,1
19216.9402760095,230.758,230.6366666667,58.3333333333,0.0112996809,0.1984743249,-0.2898380902,-0.6389311602,0.069541032,230.1,230.5,223,228.34,18169.4622908,420245.011070256,0
5135.6331744095,230.32,229.99,58.3333333333,-0.1927450065,-0.6567841507,-1.0118282174,-0.84404065,-1.7576223319,226.15,235,227,232.17,14645.7362944,416240.655729204,1
24468.5127913095,229.97,230.3366666667,58.3333333333,-0.1513226268,-0.2912402959,0.0608140562,0.0564505683,1.8705234686,230.08,234.4,230.83,233.12,19458.9049459,414626.269665217,0
10882.4254261095,229.23,229.8783333333,50,-0.3199791519,-0.0631231018,-0.1073444797,0.7177944465,-0.4349345757,229.42,233.76,229.89,230,11230.7579244,418390.288160282,1
35085.1617838095,230.002,230.0016666667,58.3333333333,0.3328667358,0.3986981617,1.1174716596,0.7409457551,1.9168260859,233.88,231.7,229,230.16,13401.1449528,420031.079137406,1
57640.6071841095,231.014,230.8716666667,66.6666666667,0.4349305436,0.9830687625,0.6872505271,1.2483430785,0.5798600711,235.14,230.15,225,226.15,14081.3071016,420679.555378957,0
42531.1830756095,232.546,231.48,58.3333333333,0.666206476,0.3651272278,0.6318144957,-0.0106912995,-0.60124267,233.81,231.96,223.12,230.42,19332.8796169,424443.723599619,0
25024.7336662095,232.944,232.5233333333,50,0.171986454,0.3237167115,-0.2073197467,-0.6009096555,-0.6005766411,232.4,231.5,228,229.42,13586.0873652,424654.02031177,1
42591.5601015096,234.888,233.9766666667,58.3333333333,0.8298953928,0.5581627195,0.550930269,1.1270167384,2.854610118,239.14,235.52,228.89,233.86,24202.7363577,423863.659415374,0
22714.1052221095,235.504,235.23,50,0.2616859763,0.1821424526,0.4432708268,0.9651945607,-0.9242209965,236.78,237.25,232.56,235.22,22555.4454003,429525.871367168,0
1779.2587286096,235.7,235.62,41.6666666667,0.0831531468,0.254252101,0.539195015,-0.6185125364,-0.3128040763,235.87,235.67,233,233.81,15109.4241085,431622.439289664,1
22120.2669206095,236.368,235.9416666667,50,0.283680652,0.5047449753,-0.2785434056,0.0442953898,0.401394856,238,234.61,231.16,232.41,17506.4494094,434110.669311256,1
39028.3015934095,237.44,236.6016666667,50,0.456015331,-0.1436333657,0.1165625113,0.3312458051,0.2610967541,237.77,239.68,231.69,239.14,17566.8264353,430863.944488871,1
56853.9192314095,237.402,237.6916666667,58.3333333333,-0.0158965893,0.2111845124,0.3858473754,0.378073635,0.495050516,239.06,240.56,235.09,236.94,19877.4548794,432952.154269129,0
41838.8525125095,237.734,237.6016666667,50,0.1396313027,0.2527401475,0.203188578,0.17423449,-0.146581536,238.6,238.27,234.67,236.2,20934.8464935,434750.389004774,1
62155.3561616095,238.662,238.2516666667,58.3333333333,0.3890781767,0.3859990068,0.4276330911,0.3939243786,0.9344302932,240.85,239.44,235.01,237.15,20341.008192,435857.679235067,1
88839.6036871095,240.546,239.98,58.3333333333,0.7790615301,0.9085527241,1.0463867935,1.6428709582,2.3513116232,246.79,239.06,235,237.77,16908.0346728,437123.358371361,0
65071.4067751095,241.632,240.9883333333,50,0.4516066046,0.4407456267,0.6365213476,0.4875668748,-1.3761778737,243.47,239.86,236.3,238.95,17825.617638,435609.311971385,0
51087.6547186095,242.422,241.8433333333,50,0.3279102197,0.4465331586,0.2839007804,-0.749804641,-0.1234314084,243.29,239.98,237.62,238.6,15015.0667189,434575.827501751,1
65187.5702570095,243.598,242.765,58.3333333333,0.4868999263,0.3750173345,-0.2837474283,0.2624677943,0.648366997,244.49,240.85,236.1,240.84,20316.5036491,432699.646161299,1
82500.7126104095,244.572,243.95,58.3333333333,0.4003833229,-0.0873487522,0.3422609549,0.5751071366,0.5018472761,245.71,248.19,239.52,246.57,26684.2475255,433925.738628961,1
101641.06802121,244.868,245.1516666667,66.6666666667,0.1196881984,0.4936547164,0.6993500913,0.7248416384,0.9478360007,248.05,247.65,242.3,243.2,23768.196912,435236.739954351,0
90969.3642571095,245.39,245.025,66.6666666667,0.2134945939,0.2977260945,0.1808457936,0.0203450524,-0.907145896,245.81,244.76,242.06,242.9,13983.7520565,434651.256197372,1
116870.96710481,246.756,246.1133333333,66.6666666667,0.5546099647,0.5311707066,0.5409451834,0.3374997747,1.5821454455,249.97,244.95,242.16,244.48,14099.9155384,433038.794776389,1
143813.83810111,248.354,247.7083333333,66.6666666667,0.6431784759,0.6785112759,0.5887363676,1.3366774994,1.0912095534,252.47,246.43,243,245.71,17313.1423534,434893.908935327,1
165851.46611161,250.11,249.3766666667,66.6666666667,0.702191275,0.6407800935,1.1567554234,0.9440604123,0.7969112712,254.49,248.5,244.53,248.05,19140.3554108,438795.596574133,1
200668.20720541,253.118,252.2733333333,75,1.1773168043,1.6984324794,1.737194824,2.0601874593,3.3234636474,263.09,248.47,245.01,245.81,10671.7037641,441042.422327888,1
225996.35618271,257.97,255.9433333333,75,1.8824460974,1.9575212603,2.2462918293,2.9709821084,2.6185005694,270.04,250.89,242.82,249.73,25901.6028477,438586.629784965,0
215993.22951081,260.234,258.4833333333,66.6666666667,0.8866325123,0.835488252,0.8483472456,-0.3892109553,-3.3969224799,260.99,255.93,248.06,252.47,26942.8709963,438528.591855873,1
232697.92832421,262.472,260.805,75,0.8673592911,0.8849712961,0.0721405123,-1.2010395163,0.9948434473,264.28,256.5,250.3,254.49,22037.6280105,438398.35552103,1
261665.36957691,265.702,263.8333333333,83.3333333333,1.2305596397,0.7073336378,0.0702779939,1.8038782308,2.6129130143,270.3,267,253.69,263.09,34816.7410938,442741.802183284,0
241268.59156381,266.662,266.0666666667,75,0.3616053906,-0.2026184041,0.8621496212,0.7958027082,-1.021307598,267.9,273,260.8,270.07,25328.1489773,439226.907830705,1
271435.01700631,267.69,268.0866666667,75,0.3770651591,1.3205620688,1.4291349426,0.8372459068,2.6957994115,275.21,271.17,260,261.05,10003.1266719,439161.292783976,1
293007.28547681,271.2,269.5083333333,75,1.3013020298,1.3779166754,0.9662512291,1.9600306426,1.2242618737,278.6,266.01,259.82,263.66,16704.6988134,441332.350037415,1
313593.620494309,275.036,273.14,83.3333333333,1.4044194481,1.1022960566,1.8101639414,1.3673462064,1.510430539,283.03,272.95,262.67,270.64,28967.4412527,442910.663244219,1
343597.20705081,277.7,276.5233333333,83.3333333333,0.960877174,1.456423367,1.0432980188,0.9528160913,0.3952016435,283.96,272.69,264,267.89,20396.7780131,441509.190240923,1
364863.68004621,281.502,279.2333333333,83.3333333333,1.3711454899,1.0399820095,0.9785553881,0.7126178126,1.0300339816,286.9,280.04,267.39,275.21,30166.4254425,443246.948604361,1
398865.82869801,285.568,283.8416666667,83.3333333333,1.4253949773,1.4756782532,1.464094158,1.9985404152,2.9670468488,295.8,280.19,273.46,278.6,21572.2684705,444417.666696172,1
430128.99970481,290.982,288.9183333333,83.3333333333,1.8545805462,1.940618048,2.4557568494,3.1686182833,3.3701897179,305.67,284,278.22,282.84,20586.3350175,446684.045921454,1
462387.30713091,297.378,294.955,83.3333333333,2.1423936038,2.5791915939,3.0955774646,3.1598427726,2.9494958272,314.95,296,282.2,283.96,30003.5865565,444507.999506882,1
501751.33533821,306.316,302.59,91.6666666667,2.9231994308,3.3964907931,3.5396387745,3.6243633028,4.2992307783,328.28,286.99,279.25,286.9,21266.4729954,445537.622950523,0
472986.15697561,310.972,306.96,83.3333333333,1.5603810229,1.2087145664,0.4882228492,-0.7424136398,-5.7840580578,310.9,300,286.15,295.54,34002.1486518,449759.96079383,1
487267.70287781,317.02,313.44,83.3333333333,1.9483623091,1.5929054569,1.1407086668,-0.438552389,4.9069532798,325.78,308.48,294.4,305.67,31263.1710068,451496.159736159,1
532414.20526761,328.138,324.3933333333,91.6666666667,3.341836641,3.4399218444,3.1534855332,7.6222573287,10.3375613775,361.73,319.6,301.7,314.82,32258.3074261,454431.005197123,1
609626.98698831,345.986,340.7916666667,91.6666666667,4.9912466972,5.1642506769,8.8136869218,10.7670537428,11.1965461081,404.55,334.05,313.5,328.65,39364.0282073,454500.674106695,1
715586.24612931,361.856,356.3216666667,91.6666666667,4.3254763939,6.8528600068,7.5014955825,6.083462685,0.9703792619,407.99,334.67,302.99,310.18,28765.1783626,457182.539915991,0
655411.53264081,376.92,365.7966666667,83.3333333333,4.3477683774,4.2079721518,2.1647757433,-2.3511094391,-5.6725981401,387.77,329.85,303.01,325.78,14281.5459022,459176.09162275,0
608458.99478901,386.658,376.5116666667,75,2.7857877202,0.8978443059,-2.5350562949,-4.2877740732,-2.9029500064,374.41,369.02,320,361.26,45146.5023898,459908.829067237,1
634807.58996151,391.112,386.1366666667,75,1.196398478,-1.3036384295,-2.0616443266,-0.2561674199,2.3906151666,383.62,420.77,360.4,404.06,77212.7817207,458131.733288766,0
607362.57087461,384.83,388.035,66.6666666667,-1.6184748092,-2.2656883269,-1.1300517225,-0.2436025806,-2.8778203278,372.86,502,368.11,408,105959.259141,461524.582780039,1
633297.54367801,378.81,383.675,66.6666666667,-1.532751281,-0.4977895662,0.3039305805,-0.7394117125,1.3989969028,378.02,448.79,364.37,385.5,60174.7134885,460105.212169598,0
584406.94658311,369.07,371.8083333333,58.3333333333,-2.7010382127,-2.6505602643,-4.3309520746,-5.057517948,-11.5140327987,335.02,396.67,353.26,374.47,46952.5378518,460120.378291566,0
532896.63852141,356.158,359.21,50,-3.7845952039,-5.3283977965,-6.1452569527,-9.9173838804,-8.3207349621,309.95,392.82,371.07,383.53,26348.5951725,459333.784075989,1
570641.08550991,346.886,352.9933333333,58.3333333333,-2.5766118081,-2.5013096782,-3.8014118719,0.0548985915,8.4305321451,337,390.47,366.18,372.65,27445.0190869,467334.274544658,0
545977.61255271,339.754,345.2366666667,50,-2.0117277001,-2.8644088508,0.0187991318,4.1885661787,-0.0533997877,336.98,386.79,360.54,377.9,25934.9728034,468413.273149174,0
520349.23427981,330.774,338.6283333333,41.6666666667,-2.5297424075,-0.2836698097,2.3953519078,-0.6222382109,-1.1910766341,332.95,381.44,323.63,336.8,48890.5970949,473887.532518486,0
492705.67346931,327.27,328.8583333333,33.3333333333,-1.0684164326,0.7446631998,-1.8172931153,-2.6992397791,-4.207402924,319.29,341.41,294,309.91,51510.3080617,476079.384310286,1
514949.49598971,331.454,327.8633333333,33.3333333333,1.3064543106,-0.4745651481,-0.6149536015,-0.3268920852,3.5536187535,330.82,344.78,308.42,337.17,37744.4469885,476731.813237323,1
542668.17184201,331.236,332.225,41.6666666667,-0.0647605467,-0.0676007365,0.3068912294,2.564038306,1.5744578585,336,342,325,336.99,24663.4729572,483762.835344568,0
515416.07185211,330.968,331.9716666667,41.6666666667,-0.0796861187,0.1981615101,1.6666829881,0.7232151055,-0.1280276476,335.68,356.1,325.45,333,25628.3782729,487317.920759632,0
488496.55514441,329.572,330.1433333333,33.3333333333,-0.423675216,0.5222567109,-0.4881973033,-1.5195248841,-2.9110221207,326.51,334.99,314.6,319.28,27643.5608105,486235.56368528,0
467192.91398061,330.124,328.3166666667,33.3333333333,0.1721460138,-0.6732221711,-1.4224488476,-2.0696594476,-1.2282967746,322.04,332.25,315,330.83,22243.8225204,485248.132839849,1
472322.26723223,329.258,329.52,33.3333333333,-0.2634939912,-0.7229819536,-0.9213000556,0.0735609769,1.3754187285,326.5,350.44,329,336.08,27718.6758523,488114.263002574,0
468260.05500097,326.882,328.415,33.3333333333,-0.7197723512,-0.8677085271,-0.1866039959,0.3342423935,-0.7069339415,324.2,337.89,330.28,335.65,27252.0999899,494817.361848678,0
463158.49771208,324.448,326.315,33.3333333333,-0.7386332431,-0.1955360238,0.1487175599,-0.4646330244,-0.2223321074,323.48,336.48,324.92,326.02,26919.5167077,500444.578716151,0
454509.4787791,323.184,323.6566666667,25,-0.3915134622,-0.1823176341,-0.7015630884,-0.6988776618,-1.1754232162,319.7,327.73,310,322.04,21303.6411638,502892.716460963,1
466763.2387549,324.556,324.1366666667,33.3333333333,0.4215598353,0.183095112,0.4797714631,0.8308232484,2.8370697129,328.9,328.94,318.52,326.5,5129.35325162,506780.996613168,1
502749.401241,329.898,329.3316666667,41.6666666667,1.5726566437,2.14255429,2.9308497557,4.9839862417,7.1309027705,353.9,326.6,320.13,324.2,4062.21223126,510962.887760761,1
516026.2313095,336.486,334.4383333333,50,1.9353450493,2.4747643385,3.6914935234,4.1187054287,1.1065080869,357.42,326.09,320.39,323.48,5101.55728889,516802.696643402,0
509750.86395425,343.18,339.8966666667,41.6666666667,1.9691685544,2.7553164971,2.7280654251,0.5266467524,-0.0532145821,356.78,323.5,317,319.7,8649.01893298,519379.445335546,1
517568.04750396,353.536,347.8966666667,41.6666666667,3.0022394168,3.0435318428,1.6810748669,1.9683582569,3.9899310959,371.2,330.84,316,328.9,12253.7599758,520983.311207594,1
535666.00071426,363.098,357.3983333333,50,2.7144381495,1.6103219942,1.7782599633,2.693997236,1.3980633761,376.7,369.7,328.53,353.21,35986.1624861,525002.62378005,0
520255.718362559,365.068,363.0916666667,50,0.5501065792,0.4110062023,0.5657464638,-1.1463458523,-3.6907550807,362.7,364.8,347.84,357.14,13276.8300685,527260.203608564,0
507912.31059476,365.418,364.0383333333,50,0.0977614616,0.1355054726,-1.1493030686,-2.4229862909,-1.1552175011,359.11,359.44,350.41,356.95,6275.36735525,539158.891587953,1
520103.19453026,366.312,364.7516666667,50,0.2489000204,-0.6863577484,-1.38116479,-0.2263696446,0.7024782119,361.48,373.15,354.45,371.48,7817.18354971,540127.719025153,1
530092.474747599,364.74,365.8633333333,58.3333333333,-0.4277132123,-0.8841573594,0.0513752143,0.654671572,0.6068649321,363.62,383,367.11,376.71,18097.9532103,540219.029614282,1
546876.601415099,366.998,368.6166666667,66.6666666667,0.5905935791,1.660930744,2.5996468257,3.5482311327,6.4895973332,388,379,354.56,363.06,15410.2823517,545839.880847602,1
561556.037447,372.034,370.5383333333,75,1.3411119047,1.9651942562,2.3860996042,3.2757169403,0.0618365474,388.54,362.84,348.64,358.89,12343.4077678,552119.11774889,1
576505.623521499,379.37,375.9566666667,75,1.9462365569,2.2571761432,2.8072798802,0.9661211537,1.87040576,395.57,370.53,356.21,361.42,12190.8839355,558052.790783232,1
587960.764613199,390.664,385.79,75,2.9035504606,3.4777218427,2.4737633458,3.679726745,5.4890477301,416.67,364.3,355.92,363.62,9989.28021734,561752.678297387,0
