btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_5,ntran_value_30,trfee_value_2,hrate_2,hrate_7,dax_close_30,google_trend_4,wikipedia_trend_1,wikipedia_trend_wma30,class_y0
139759.00154289,119.938,120.365,50,-0.0703275861,0.9177638551,0.5895470479,1.5516406717,0.3200002731,122.08,115.21,55605.2150537635,30.43641891,834.042504353,751.934693043,8272.7086236559,8,8085,97252.4516129032,1
158309.21540329,121.914,121.2066666667,50,1.6124869622,1.5400051336,2.4982202446,2.3556898318,4.3913793906,127.54,115.5,55161.264516129,28.07548626,803.792258081,704.398591759,8285.0981075269,8,6795,155480.090322581,0
144453.00477019,123.204,122.6583333333,41.6666666667,1.047700042,1.6432851024,1.2632864465,1.7349295332,-0.9215203243,126.38,116,54804.1935483871,23.61451906,868.614214378,821.078113093,8297.0824731183,8,6285,199859.509677419,1
153762.95396639,125.078,123.955,41.6666666667,1.5240046252,1.2091855139,1.5055805942,0.062681196,1.0468827163,127.71,115,54283.4709677419,24.96850657,898.86446065,704.398591759,8309.8934193548,8,5727,176989.384946237,0
145051.09013075,125.64,124.98,41.6666666667,0.4566148689,0.4907685178,-0.8094351065,-0.7533924976,-2.5536677114,124.49,120.8,53688.9247311828,26.42562521,907.507388156,643.898099215,8322.5510322581,8,4371,132139.07311828,1
150411.97256055,126.298,125.5933333333,50,0.5318989473,-0.4329711635,-0.2701214433,-0.928623523,0.6964206654,125.36,118,53095.2215053763,21.9094985,933.436170675,834.042504353,8334.922344086,8,4771,86242.688172043,1
158014.32041254,126.042,126.2933333333,58.3333333333,-0.2017194627,-0.0217692474,-0.3779865686,0.7098540028,0.7232873403,126.28,123.1,52781.8344086022,24.16845305,1024.57958056,803.792258081,8353.7235913979,8,7419,64841.3677419355,1
166866.93398436,126.15,126.1883333333,66.6666666667,0.0852745074,-0.1551275448,0.644385844,0.6183684334,0.5134495264,126.92,125.05,53513.311827957,29.82849822,946.196443251,868.614214378,8371.0139569893,8,7549,72713.3161290323,1
180362.64503796,126.008,126.2916666667,75,-0.111499641,0.4990423766,0.4332496137,0.2882307504,0.0630119744,127,123.05,54093.3978494624,90.93785999,990.986807429,898.86446065,8390.3866666667,8,6651,92987.6258064516,0
170126.39689946,125.946,125.7033333333,66.6666666667,-0.0498653091,-0.2364368028,-0.5563448505,-1.0912420389,-2.2454960522,124.17,123,54338.3978494624,303.03844849,845.418123852,907.507388156,8412.9289032258,8,5973,99653.7397849462,0
159621.31680636,125.456,125.44,66.6666666667,-0.3947443564,-0.6742522806,-1.0701528829,-1.6367353116,-1.027974571,122.92,124.03,54598.6989247312,111.427816,1091.76512683,933.436170675,8433.4331827957,8,8648,102358.879569892,1
163775.5088299,124.88,125.1116666667,66.6666666667,-0.4614480108,-0.7051723951,-0.9612338516,-0.3191027513,0.3897690684,123.38,125.47,54500.5182795699,35.98775791,1080.56753578,1024.57958056,8453.0980645161,7,5655,107770.103225806,0
160893.41752757,124.15,124.6116666667,58.3333333333,-0.583597903,-0.7452503724,-0.2451684791,0.1462345668,-0.0972999347,123.27,124.2,54384.0279569892,26.17798718,1046.97476265,946.196443251,8472.1654408602,7,5497,76985.4860215054,0
153156.48356977,123.276,123.8966666667,50,-0.7003078937,-0.3140108541,-0.0760229484,-0.3089189568,-0.5205379789,122.81,123.02,54773.5225806452,27.4817632,1153.35187757,990.986807429,8488.0673548387,7,7992,86870.0602150538,1
163339.65070997,123.212,123.3733333333,58.3333333333,-0.0516046085,0.1924878821,0.1267274866,0.2387411973,0.9980203736,123.75,121.16,55354.6494623656,36.37139814,1237.33381041,845.418123852,8505.3907741936,7,6695,195239.382795699,0
155286.46630905,123.28,123.2183333333,50,0.0552486539,-0.0283814497,-0.0054086214,0.2521560574,-0.4937082587,123.32,121.7,55546.8322580645,31.74116641,1125.35789996,1091.76512683,8522.2481505376,7,6212,203214.111827957,1
163071.30951832,123.57,123.54,58.3333333333,0.2336569298,0.316396146,0.5953741876,0.3940510946,1.281810448,124.85,122.35,55478.2365591398,30.8215087,1583.13830535,1080.56753578,8538.5111612903,7,7292,124391.909677419,1
175188.63293432,124.306,124.1333333333,58.3333333333,0.5883247317,0.8655404094,0.8213804214,1.4789247614,1.6760390748,126.95,121.54,55176.8752688172,28.01795022,1265.03107577,1046.97476265,8553.7005376344,7,5907,98086.9483870968,0
168868.37457,125.088,124.6783333333,50,0.6277354389,0.5351642052,0.8781216932,0.6762773158,-0.3234844432,126.5,121.77,54531.7419354839,82.75466408,1302.02028851,1153.35187757,8567.8068817204,6,4707,83558.488172043,1
175613.76907444,125.718,125.4083333333,50,0.5022785601,0.7512752648,0.5744302038,0.0236257683,0.3707359797,127,123.23,53734.5548387097,27.84186309,1265.03107577,1237.33381041,8580.9090107527,6,5406,59972.1505376344,0
164083.24435564,126.318,125.8066666667,41.6666666667,0.4809851047,0.2807787688,-0.1843079998,-0.1147197782,-0.6001755361,126.25,123,52999.5935483871,19.75447388,1242.83754813,1125.35789996,8588.480688172,6,6682,51025.7225806452,1
171597.07931644,126.816,126.4866666667,50,0.3949844837,0.0747208359,0.2074559289,0.1258159035,0.851807343,127.31,124.35,53141.7720430108,26.00052268,1213.24617793,1583.13830535,8601.108172043,6,6454,82195.6752688172,0
110957.69032944,122.196,122.9883333333,50,-4.0169151566,-4.9402728349,-6.7106091065,-9.7658258917,-20.3834591263,103.85,124.01,53599.9032258065,36.02532288,1449.97713948,1265.03107577,8608.6225591398,6,20338,127321.522580645,1
137070.45420054,120.414,121.435,50,-1.4602871749,-1.9180429636,-2.3573321061,-3.9619018306,12.459655465,117.62,126.08,54111.5698924731,35.39513493,1279.82676087,1302.02028851,8613.2749032258,6,49212,117597.716129032,1
150265.03015484,119.4,120.6683333333,58.3333333333,-0.8147340607,-0.8683736919,-1.4417673702,8.0290785079,3.5985015507,121.94,122.77,54153.2043010753,40.37392697,1538.75125006,1265.03107577,8618.6468172043,6,26432,96262.8903225806,0
147322.39414353,118.39,119.7,58.3333333333,-0.8164398904,-1.2335016988,5.1498174438,1.4948984331,-0.6087046844,121.25,125.54,53741.7419354839,33.53991469,1316.81597361,1242.83754813,8623.100344086,6,15888,122283.694623656,1
151248.73546243,117.422,119.0733333333,58.3333333333,-0.7750549517,4.1270460919,1.3495096342,0.225013676,1.0587320364,122.49,85,53153.9505376344,26.70745176,1560.94477771,1213.24617793,8626.719483871,6,11907,116544.378494624,1
163133.87006263,121.352,118.435,66.6666666667,3.4658721149,1.2174262774,0.4237345196,0.9399541216,0.8211762068,123.5,102,52508.4838709677,21.98375278,1900.66283139,1449.97713948,8627.5665806452,6,14552,78637.8301075269,1
176317.24391153,122.652,121.815,66.6666666667,1.0757059711,0.4450070762,0.7962443298,0.6650004764,0.508824746,124.5,116.48,51862.7935483871,32.99949234,1439.61095645,1279.82676087,8625.4317204301,6,13394,106411.808602151,1
195251.00517463,123.444,123.1933333333,66.6666666667,0.6391764114,0.9511466854,0.9152849017,0.9623392491,1.4158537522,125.79,121.11,51491.0494623656,16.18054086,1467.83862226,1538.75125006,8620.1652043011,6,12973,127152.232258065,1
206633.15144413,124.564,124.0033333333,75,0.9033793674,0.8645412001,0.8789961978,1.0640819238,0.7123100953,126.8,121.13,51831.8107526882,25.13904198,1721.88761458,1316.81597361,8625.2901505376,6,10466,101596.993548387,1
214499.85635236,125.542,125.0333333333,75,0.7829070189,0.7733397219,0.8615113805,0.5843401946,0.456370294,127.38,120.11,51949.3075268817,29.73024401,1834.79827783,1560.94477771,8632.4206236559,6,8126,109414.31827957,1
222071.1292156,126.438,125.9483333333,83.3333333333,0.7126569129,0.7636149546,0.546202022,0.4631479854,0.4699256768,127.58,122.17,51748.1225806452,28.46158064,1665.43228295,1900.66283139,8639.0584086022,6,5717,104347.488172043,1
234645.2770254,128.176,127.5016666667,83.3333333333,1.3533084917,1.3376721766,1.5461262036,2.0910041585,3.7120826401,132.83,122.3,51651.2989247312,32.21519984,1853.61672171,1439.61095645,8645.1997849462,6,5841,71303.2129032258,1
255901.5575973,130.08,129.3833333333,91.6666666667,1.4578623801,1.6442504514,2.0402105038,2.8253529173,1.9386231945,135.43,124.9,51839.559139785,31.15736732,2154.71182371,1467.83862226,8650.8121075269,6,7550,66068.5483870968,1
278133.6367099,133.272,132.1933333333,91.6666666667,2.3710771324,2.849753842,3.643029897,3.6085035255,5.2783838564,142.75,125.93,52109.7419354839,24.76312632,2427.5792599,1721.88761458,8661.165311828,6,8873,88868.9956989247,0
251800.7403932,135.308,133.9866666667,83.3333333333,1.5377088124,1.8046545963,1.1688452484,0.7839562753,-3.7104713058,137.54,126.01,52010.5784946237,46.86833704,2333.48704052,1834.79827783,8673.5653548387,6,8958,103795.929032258,1
268567.7928729,138.5,136.7466666667,91.6666666667,2.3504508874,2.0100429492,2.0338495341,0.4115823729,4.5336360516,143.94,127.57,51472.3268817204,36.84323895,2914.66937941,1665.43228295,8683.269483871,6,8077,292732.529032258,1
291575.0238488,142.514,140.8983333333,91.6666666667,2.8144776092,3.0334412129,2.2851269984,5.2829261504,6.0322162493,152.89,132,51963.511827957,39.50246713,2382.30967541,1853.61672171,8695.9382795699,6,9319,2161434.06236559,1
329542.0064892,148.63,146.4283333333,91.6666666667,4.072134566,3.7705722434,6.2642534264,7.1295621138,8.2269079784,166,134.09,52088.5182795699,45.53965756,2302.45571981,2154.71182371,8708.114516129,6,6184,2805950.55483871,1
335209.35237081,153.396,151.6233333333,91.6666666667,3.087416106,4.7868879589,4.8713052614,4.2908497675,0.3547915565,166.6,137.38,51914.847311828,35.8234771,2914.66937941,2427.5792599,8719.9231827957,6,6250,912453.04516129,1
368317.07348101,161.91,157.8516666667,91.6666666667,5.3923725374,5.6070566589,5.4653367954,4.0845512039,7.8143108514,180.15,135,52294.8666666667,27.8955071,2874.74240161,2333.48704052,8731.4613763441,6,8025,416445.141935484,1
410182.14063571,171.072,166.55,91.6666666667,5.5262174039,5.3997176926,4.4573209306,6.5085856177,5.202860384,189.74,143.23,53100.8301075269,36.82997401,2675.10751261,2914.66937941,8747.7645376344,6,8930,382155.423655914,1
434508.15539061,181.286,176.5533333333,91.6666666667,5.7641037523,5.1484026958,6.7462730755,6.2122541876,7.2216479911,203.94,152.44,53213.8043010753,41.67292026,3313.93915741,2382.30967541,8761.7026881721,6,11023,428661.864516129,0
378914.22838431,186.86,183.3833333333,83.3333333333,3.1040008599,3.7913031857,2.4503006305,1.0740207538,-5.0736064836,194,162.54,53899.9053763441,36.67520171,2808.19743861,2302.45571981,8778.9495053764,6,9881,383161.737634409,0
346134.68547731,190.862,186.8166666667,75,2.2686316898,0.8822118994,-0.5580042621,-4.4478303887,-3.8220542938,187.5,166.05,54366.5182795699,49.26787775,2781.57945341,2914.66937941,8795.8463655914,6,10653,301543.606451613,0
336490.36475832,190.748,188.9783333333,66.6666666667,-0.0633879704,-1.3799500591,-4.2471494091,-3.8339208719,-3.84578745,180.39,179,54152.0494623656,46.75449972,3194.15822401,2874.74240161,8812.0548172043,11,15668,192890.959139785,1
346585.93059242,191.598,191.29,66.6666666667,0.4430148558,-1.2516434281,0.0223442571,1.9445435325,7.734874515,194.99,185,53627.8150537634,53.66366945,3867.20191246,2675.10751261,8827.5715698925,11,18528,110505.944086022,1
358834.59515212,190.13,192.435,75,-0.733019285,0.3521275147,1.7435214509,4.5381759013,1.3414772875,196.62,156.2,53390.5720430108,44.03445576,3439.67205279,3313.93915741,8841.9336344086,11,18524,82910.7333333333,1
375579.10164282,192.294,192.5566666667,75,1.0861761629,2.3132337771,4.3662408527,2.6819240216,4.0223707557,204,167.67,53312.6516129032,43.74981757,3478.53840367,2808.19743861,8858.4130322581,11,43895,107913.316129032,0
350084.95357282,194.482,193.1683333333,66.6666666667,1.1394761413,2.3857920392,0.6027645472,0.2334081771,-3.5555544015,197.58,177,52999.7290322581,26.14906747,3051.008544,2781.57945341,8873.3577419355,11,74322,160965.292473118,1
363826.44431942,199.278,195.9916666667,66.6666666667,2.507062637,1.2001096675,1.1529871275,-0.2817046866,2.9921450284,203.54,179.5,53226.8322580645,38.08800627,3808.90238614,3194.15822401,8888.9339139785,11,113274,194074.210752688,0
358863.63531771,200.908,199.7566666667,58.3333333333,0.8230367405,0.6934266037,-0.416221447,1.1534450303,-0.6852549677,202.14,190.8,52924.352688172,30.03529546,4061.53366685,3867.20191246,8902.0853978495,11,26650,179231.580645161,1
365463.73357711,202.556,201.5666666667,58.3333333333,0.8210777414,0.0207544878,1.2128574509,0.3232136622,1.3316822922,204.86,195.32,52188.3806451613,35.40296681,3692.3033335,3439.67205279,8914.4230967742,8,18769,185432.610752688,1
376691.69653681,203.618,203.7966666667,58.3333333333,0.5122178244,1.5291608809,1.0414994985,1.9048767315,2.4780711709,210,195,51150.4924731183,23.87084674,4216.99907037,3478.53840367,8925.8792473118,8,15443,147353.924731183,1
404953.48468521,209.476,207.4866666667,58.3333333333,2.7651948552,2.7084573119,3.8396947384,5.0937009615,7.7093307521,227.29,195.1,50558.5204301075,24.97396102,3808.90238614,3051.008544,8938.404516129,8,25913,107125.825806452,1
447537.18551391,217.348,215.0466666667,66.6666666667,3.5357458049,4.590995998,5.6774339,7.2771152645,6.844899777,242.9,200.23,50562.2494623656,67.37958812,3886.63508789,3808.90238614,8948.2247096774,8,27715,132399.946236559,1
487563.89238161,229.566,224.9966666667,75,5.28112335,6.2684836145,7.531954429,7.4432662675,8.041632758,263.24,201.2,50803.9290322581,47.14006645,3303.63982471,4061.53366685,8959.2635268817,8,31321,179356.316129032,1
537267.74418281,246.794,239.805,83.3333333333,7.0199289633,8.1553934114,8.3040809644,9.0336715582,10.0257103584,291,203.51,51252.2322580645,118.37378115,4114.54971625,3692.3033335,8971.9270967742,8,26683,237288.150537634,1
577453.90282611,271.594,261.3283333333,83.3333333333,9.2806692452,9.6735038685,10.616371899,11.9037414694,13.7817725805,333.9,207.22,51752.4365591398,117.81098834,3911.36207594,4216.99907037,8983.2839139785,8,26376,260209.505376344,1
621815.11460561,294.476,283.2016666667,83.3333333333,8.167704076,8.4984051508,8.6506626151,7.9631387435,2.1445049064,341.24,226,52085.5870967742,108.19320547,3377.99452013,3808.90238614,8993.4330107527,8,24980,252641.513978495,0
554577.70712421,310.496,299.23,75,5.7000497443,5.1146539909,3.4776352017,-1.6744334877,-5.4933718818,323,241.11,52377.6946236559,86.29385375,3606.58061548,3886.63508789,9002.738,8,21813,385084.094623656,1
581521.08536811,326.63,316.065,83.3333333333,5.346276633,4.1764182016,0.9746334086,0.3896976598,6.2727672013,343.63,263.24,52495.5010752688,52.48680278,4266.94044648,3303.63982471,9013.1912688172,8,22110,650225.030107527,1
601269.36686991,339.422,331.3516666667,83.3333333333,3.973636798,1.5216028523,1.3139688343,4.7176391924,3.1625111835,354.94,288.81,52857.7720430108,62.00580352,4952.69873252,4114.54971625,9020.7963010753,8,26058,764195.309677419,1
639959.16880181,351.322,348.435,91.6666666667,3.2788014976,3.5623756454,6.5809581545,6.7350536311,10.3075960787,393.5,298.95,53503.8451612903,20.0940219,4800.30800229,3911.36207594,9026.2483225807,8,27661,1774229.42580645,1
671597.64624461,366.464,362.26,91.6666666667,4.0076053699,6.3828496828,6.4195438432,8.0480601731,5.7885242676,416.88,265.01,54587.1913978495,24.28778395,4774.90954725,3377.99452013,9037.1065376344,8,28400,7040018.10322581,0
639274.44000651,384.264,374.0533333333,83.3333333333,4.8674205225,4.5160838528,4.9672747426,2.2971140746,-1.1942961183,412.07,310.1,55121.9247311828,23.93546077,4292.33890152,3606.58061548,9048.4500860215,8,33242,18127440.9784946,1
657257.90004561,402.388,392.6416666667,83.3333333333,4.6776998393,5.0564970033,3.3061306448,2.0649338334,5.3241637852,434.53,340.01,54957.0817204301,18.56994291,4139.94817129,4266.94044648,9059.0996774194,10,24432,6516135.9827957,1
683249.49521991,426.872,414.8866666667,83.3333333333,5.9261542473,4.8307937895,4.5115502968,7.3644735044,9.4047832236,478.1,354.94,54549.1806451613,15.43971301,4978.09718756,4952.69873252,9068.9821505376,10,21905,1102518.36774194,1
740338.57417371,481.974,467.2283333333,83.3333333333,10.6143587968,11.8208174292,16.1591886117,21.5767010249,33.7486188263,669,381,55790.9892473118,15.1031091,5847.4268319,4800.30800229,9081.8723870968,10,63159,652918.761290323,0
668777.62820661,505.786,490.98,75,5.0237301416,6.5782367066,6.9962610137,5.7919999088,-22.1646190086,536.01,390,58291.2086021505,25.27467522,4968.7979297,4774.90954725,9091.914172043,10,103952,894856.961290323,1
726489.13542781,543.186,521.3216666667,75,7.4847649753,8.0249152729,7.5649592893,-5.5268704792,11.1108780502,600,406.92,59707.0021505376,32.54373365,4696.11999454,4292.33890152,9101.8166236559,10,67059,1580691.78064516,1
757209.86672191,600.28,572.655,75,10.0997244962,10.2734598143,2.4484068103,14.7549197198,18.3989613895,720,434.53,60632.5591397849,25.18151883,4938.50038135,4139.94817129,9110.612516129,10,59865,1904586.43225806,1
782334.99518581,663.804,632.7333333333,83.3333333333,10.2005859043,4.3135776739,13.1396432347,14.1540258269,9.9090902644,794,471.23,61907.6688172043,26.57492613,4484.03715607,4978.09718756,9120.3550322581,10,59388,1836711.55053763,1
802673.85979891,695.832,691.3616666667,83.3333333333,4.2920414392,10.9062065512,10.8379827182,7.0574933825,4.2058965006,829.15,378,63039.759139785,23.61058302,5029.39302641,5847.4268319,9129.4541505376,23,36534,1553121.19139785,0
782543.17231021,748.64,713.2016666667,75,8.010428162,7.23531569,3.5141004568,0.316605553,-3.5726853945,800.01,440,63169.0322580645,21.86122464,4908.202833,4968.7979297,9138.0405591398,23,32395,1456270.58494624,1
805585.22463551,792.416,760.18,75,6.2290805692,3.1866103641,0.9457837307,-0.6842726543,2.204140086,811.95,580.37,64066.9182795699,17.57820997,5211.17831652,4696.11999454,9151.3452473118,23,37224,1211246.91827957,1
835378.24972371,831.676,813.0633333333,75,4.8218521992,3.5500426829,3.3314247437,6.7834798128,11.3628195396,915.01,683.2,65439.9784946237,19.27979672,5453.55870333,4938.50038135,9163.3367956989,23,41532,1076891.95698925,1
865703.77946771,865.472,853.7266666667,83.3333333333,3.8545686571,3.7667366962,6.2132107264,8.2177460466,5.0726725536,963.98,785,67453.3677419355,24.05961565,4968.7979297,4484.03715607,9178.6132258065,23,72185,1280716.7483871,1
902602.37311321,902.238,890.0566666667,83.3333333333,4.0050136211,5.8994383751,7.1312044714,5.0153969373,4.958121321,1012,747,70074.7053763441,28.13438242,5029.39302641,5029.39302641,9195.4266881721,23,126577,1597128.99784946,1
924475.68646011,968.626,940.53,83.3333333333,6.9411639817,8.1254199557,7.046286761,8.0330938647,11.1080664085,1131.99,770.1,71838.4021505376,32.98440093,5514.15380003,4908.202833,9212.6112688172,23,108657,1740551.1655914,0
911568.12736871,1028.954,993.775,75,6.2787934885,5.0077869757,4.9861584497,5.000177014,-1.1077123804,1119.52,801,72895.1569892473,25.92092417,6505.60945041,5211.17831652,9228.9463225807,22,80660,2083531.70752688,0
850023.74654771,1036.694,1016.6283333333,75,0.8273503702,-0.2339801757,-1.9646806745,-8.5010542161,-15.8943960517,955,879.99,73016.0365591398,22.01670436,5626.4730382,5453.55870333,9244.4827096774,22,49472,1800360.97204301,1
881540.47185601,1053.392,1038.49,75,1.6612492852,0.8370312763,-2.5866471011,-3.3261144615,9.2421671287,1037.11,931,73557.5634408602,17.71816338,6857.2640153,4968.7979297,9258.9488387097,22,75148,1207003.16774194,1
894108.06353461,1061.796,1053.66,75,0.8128857039,-1.7609094723,-1.9786418362,4.9792352715,0.7163034142,1055,988.22,74278.0043010753,19.64441022,5731.96940766,5029.39302641,9261.0473763441,22,72836,3031774.6172043,1
908541.57331671,1061.8,1073.4983333333,75,0.0003533569,0.2773697912,5.6679584055,3.8808540439,7.0454046736,1135,1080,75006.3870967742,21.85614673,6681.43673286,5514.15380003,9257.3423225807,22,57778,14173914.6387097,0
853278.91632711,1042.67,1055.4783333333,66.6666666667,-1.7862091316,1.7408375984,-0.7596055784,-1.4975600747,-10.0405248231,1020.51,795.6,75992.976344086,21.13728202,6224.2857985,6505.60945041,9249.8226451613,22,90777,15048390.5225806,0
800590.25458291,1014.652,1004.71,66.6666666667,-3.1726732557,-6.2763833518,-8.6072789405,-16.4336207476,-22.826716672,809.72,925.16,76021.7139784946,21.98836499,6013.29305957,5626.4730382,9247.7824516129,22,90379,8694316.26451613,0
720737.83079991,943.818,961.0933333333,58.3333333333,-8.2534041164,-10.495830999,-16.3429095566,-19.4941019233,-16.1614871747,693.3,1000,76263.7806451613,18.58752694,7419.91131912,6857.2640153,9245.4593763441,24,65373,7707725.74623656,1
748202.91350951,890.218,917.6816666667,58.3333333333,-5.8613559499,-9.0880461057,-8.7705531999,-1.7424714639,12.6765442469,787,1052.1,74796.1182795699,20.50910369,6751.76764583,5731.96940766,9242.9397849462,24,44542,4728062.07526882,1
776712.95223991,843.796,891.8316666667,58.3333333333,-4.5893289321,-3.2265299594,3.3068656115,13.0410420046,13.4055397623,899.91,848.42,73875.2021505376,32.37259238,6294.61671148,6681.43673286,9241.6861505376,24,54529,2608039.61505376,1
799407.63217321,834.868,866.3683333333,58.3333333333,-0.8915659174,4.5922217712,11.5101247532,10.9269150063,8.4482902504,979.07,796.73,73638.2967741935,12.81918828,6857.2640153,6224.2857985,9234.9727526882,24,54627,2655956.23655914,0
767699.25014191,847.694,842.23,50,1.5150545042,5.934189924,3.686738483,-1.1726621566,-10.7936145637,879.04,542.38,73411.0795698925,19.97697104,9076.0276243,6013.29305957,9225.7732043011,24,54627,3386910.67956989,0
753725.72600761,883.278,851.615,50,4.568634445,2.5416569945,-1.0796372615,-5.8436010174,-0.8935874711,871.22,651,72592.5870967742,17.69299634,7134.38987383,7419.91131912,9212.7617204301,24,47480,6507649.54408602,1
768492.67708631,903.074,883.7283333333,58.3333333333,2.3693225714,-0.3897317263,-3.3357390519,0.393198704,1.679984879,888.47,766.66,71781.2623655914,14.89978988,7495.62480415,6751.76764583,9199.1981505376,24,45616,19706175.1096774,0
